EID_x,Title_x,References,ref_title,Authors,Title_y,Abstract,DOI,Year,Cited by,Author Keywords,Index Keywords,EID_y
2-s2.0-84994319086,A modular architecture for transparent computation in recurrent neural networks," Werbos, P.J., Backpropagation through time: What it does and how to do it (1990) Proceedings of the IEEE, 78 (10), pp. 1550-1560",Backpropagation through time: What it does and how to do it,,,,,,,,,
2-s2.0-84994319086,A modular architecture for transparent computation in recurrent neural networks," Weston, J., Chopra, S., Bordes, A., (2014) Memory networks. preprint, , [cs:AI]. arXiv:1410.3916",,,,,,,,,,
2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation,"Barzilay, R., McKeown, K.R., Sentence fusion for multidocument news summarization (2005) Computational Linguistics, 31 (3), pp. 297-328",Sentence fusion for multidocument news summarization,"Barzilay R., McKeown K.R.",Sentence fusion for multidocument news summarization,"A system that can produce informative summaries, highlighting common information found in many online documents, will help Web users to pinpoint information that they need without extensive reading. In this article, we introduce sentence fusion, a novel text-to-text generation technique for synthesizing common information across documents. Sentence fusion involves bottom-up local multisequence alignment to identify phrases conveying similar information and statistical generation to combine common phrases into a sentence. Sentence fusion moves the summarization field from the use of purely extractive methods to the generation of abstracts that contain sentences not found in any of the input documents and can synthesize information across sources. © 2005 Association for Computational Linguistics.",10.1162/089120105774321091,2005.0,225.0,,Bottom up; Multi-document; News summarization; On-line documents; Sentence fusions; Text generations; Web users,2-s2.0-33646391652
2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Bing, L., Li, P., Liao, Y., Lam, W., Guo, W., Passonneau, R., Abstractive multi-document summarization via phrase selection and merging (2015) Proceedings of the 53rd Annual Meeting of the Association for Computational Linguistics and the 7th International Joint Conference on Natural Language Processing (Volume 1: Long Papers), pp. 1587-1597. , Association for Computational Linguistics Beijing, China",Abstractive multi-document summarization via phrase selection and merging,"Bing L., Li P., Liao Y., Lam W., Guo W., Passonneau R.J.",Abstractive multi-document summarization via phrase selection and merging,"We propose an abstraction-based multidocument summarization framework that can construct new sentences by exploring more fine-grained syntactic units than sentences, namely, noun/verb phrases. Different from existing abstraction-based approaches, our method first constructs a pool of concepts and facts represented by phrases from the input documents. Then new sentences are generated by selecting and merging informative phrases to maximize the salience of phrases and meanwhile satisfy the sentence construction constraints. We employ integer linear optimization for conducting phrase selection and merging simultaneously in order to achieve the global optimal solution for a summary. Experimental results on the benchmark data set TAC 2011 show that our framework outperforms the state-ofthe-Art models under automated pyramid evaluation metric, and achieves reasonably well results on manual linguistic quality evaluation. © 2015 Association for Computational Linguistics.",10.3115/v1/p15-1153,2015.0,69.0,,Abstracting; Benchmarking; Computational linguistics; Integer programming; Linear programming; Merging; Petroleum reservoir evaluation; Quality control; Syntactics; Benchmark data; Construction constraints; Evaluation metrics; Fine grained; Global optimal solutions; Linear optimization; Multi-document summarization; Quality evaluation; Natural language processing systems,2-s2.0-84943785681
2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Bouckaert, R.R., Frank, E., Hall, M., Kirkby, R., Reutemann, P., Seewald, A., Scuse, D., (2013) Weka Manual for Version 3-7-8",,,,,,,,,,
2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Boudin, F., Mougard, H., Favre, B., Concept-based summarization using integer linear programming: From concept pruning to multiple optimal solutions (2015) Proceedings of the 2015 Conference on Empirical Methods in Natural Language Processing, pp. 1914-1918. , Association for Computational Linguistics Lisbon, Portugal",Concept-based summarization using integer linear programming: From concept pruning to multiple optimal solutions,"Boudin F., Mougard H., Favre B.",Concept-based summarization using integer linear programming: From concept pruning to multiple optimal solutions,"In concept-based summarization, sentence selection is modelled as a budgeted maximum coverage problem. As this problem is NP-hard, pruning low-weight concepts is required for the solver to find optimal solutions efficiently. This work shows that reducing the number of concepts in the model leads to lower Rouge scores, and more importantly to the presence of multiple optimal solutions. We address these issues by extending the model to provide a single optimal solution, and eliminate the need for concept pruning using an approximation algorithm that achieves comparable performance to exact inference. © 2015 Association for Computational Linguistics.",10.18653/v1/d15-1220,2015.0,31.0,,Approximation algorithms; Budget control; Inference engines; Integer programming; Optimal systems; Budgeted maximum coverage problems; Concept-based; Exact inference; Integer Linear Programming; Multiple optimal solutions; NP-hard; Optimal solutions; Sentence selection; Natural language processing systems,2-s2.0-84957547564
2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Chang, C.-C., Lin, C.-J., Libsvm: A library for support vector machines (2011) ACM Transactions on Intelligent Systems and Technology, 2 (3), p. 27",Libsvm: A library for support vector machines,,,,,,,,,
2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Clarke, J., Lapata, M., Global inference for sentence compression: An integer linear programming approach (2008) Journal of Artificial Intelligence Research, 31, pp. 399-429",Global inference for sentence compression: An integer linear programming approach,,,,,,,,,
2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Cohn, T., Lapata, M., An abstractive approach to sentence compression (2013) ACM Transactions on Intelligent Systems and Technology, 4 (3), pp. 411-4135",An abstractive approach to sentence compression,"Cohn T., Lapata M.",An abstractive approach to sentence compression,"In this article we generalize the sentence compression task. Rather than simply shorten a sentence by deleting words or constituents, as in previous work, we rewrite it using additional operations such as substitution, reordering, and insertion. We present an experimental study showing that humans can naturally create abstractive sentences using a variety of rewrite operations, not just deletion. We next create a new corpus that is suited to the abstractive compression task and formulate a discriminative tree-to-tree transduction model that can account for structural and lexical mismatches. The model incorporates a grammar extraction method, uses a language model for coherent output, and can be easily tuned to a wide range of compression-specific loss functions. ©2013 ACM.",10.1145/2483669.2483674,2013.0,22.0,Language generation; Language models; Machine translation; Paraphrases; Sentence compression; Synchronous grammars; Transduction,Language generation; Language model; Machine translations; Paraphrases; Sentence compression; Synchronous grammars; Transduction; Bacteriophages; Forestry; Computational linguistics; Forestry; Languages; Models,2-s2.0-84880227825
2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Cortes, C., Vapnik, V., Support-vector networks (1995) Machine Learning, 20 (3), pp. 273-297",Support-vector networks,,,,,,,,,
2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Coster, W., Kauchak, D., Simple english wikipedia: A new text simplification task (2011) Acl (Short Papers), pp. 665-669",Simple english wikipedia: A new text simplification task,,,,,,,,,
2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," De Marneffe, M.-C., Manning, C.D., Stanford typed dependencies manual (2008) URL Http://nlp. Stanford. Edu/software/dependencies Manual. Pdf",Stanford typed dependencies manual,"De Marneffe M.-C., Manning C.D.",Stanford typed dependencies manual,[No abstract available],,2008.0,480.0,,,2-s2.0-77954188732
2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Edmundson, H.P., New methods in automatic extracting (1969) Journal of the ACM, 16 (2), pp. 264-285",New methods in automatic extracting,,,,,,,,,
2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Feblowitz, D., Kauchak, D., Sentence simplification as tree transduction (2013) Proceedings of the Second Workshop on Predicting and Improving Text Readability for Target Reader Populations, pp. 1-10. , Association for Computational Linguistics Sofia, Bulgaria",Sentence simplification as tree transduction,"Feblowitz D., Kauchak D.",Sentence simplification as tree transduction,[No abstract available],,2013.0,20.0,,,2-s2.0-84907531672
2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Ferreira, R., Lins, R.D., Freitas, F., Cavalcanti, G.D., Lima, R., Simske, S.J., Favaro, L., Assessing sentence scoring techniques for extractive text summarization (2013) Expert Systems with Applications, 40 (14), pp. 5755-5764",Assessing sentence scoring techniques for extractive text summarization,"Ferreira R., De Souza Cabral L., Lins R.D., Pereira E Silva G., Freitas F., Cavalcanti G.D.C., Lima R., Simske S.J., Favaro L.",Assessing sentence scoring techniques for extractive text summarization,"Text summarization is the process of automatically creating a shorter version of one or more text documents. It is an important way of finding relevant information in large text libraries or in the Internet. Essentially, text summarization techniques are classified as Extractive and Abstractive. Extractive techniques perform text summarization by selecting sentences of documents according to some criteria. Abstractive summaries attempt to improve the coherence among sentences by eliminating redundancies and clarifying the contest of sentences. In terms of extractive summarization, sentence scoring is the technique most used for extractive text summarization. This paper describes and performs a quantitative and qualitative assessment of 15 algorithms for sentence scoring available in the literature. Three different datasets (News, Blogs and Article contexts) were evaluated. In addition, directions to improve the sentence extraction results obtained are suggested. © 2013 Elsevier Ltd. All rights reserved.",10.1016/j.eswa.2013.04.023,2013.0,180.0,Extractive summarization; Sentence scoring methods; Summarization evaluation,Extractive summarizations; Quantitative and qualitative assessments; Relevant informations; Sentence extraction; Sentence scoring; Summarization evaluation; Text document; Text summarization; Internet; Text processing,2-s2.0-84878347084
2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Floridi, L., The method of levels of abstraction (2008) Minds and Machines, 18 (3), pp. 303-329",The method of levels of abstraction,Floridi L.,The method of levels of abstraction,"The use of ""levels of abstraction"" in philosophical analysis (levelism) has recently come under attack. In this paper, I argue that a refined version of epistemological levelism should be retained as a fundamental method, called the method of levels of abstraction. After a brief introduction, in section ""Some Definitions and Preliminary Examples"" the nature and applicability of the epistemological method of levels of abstraction is clarified. In section ""A Classic Application of the Method of Abstraction"", the philosophical fruitfulness of the new method is shown by using Kant's classic discussion of the ""antinomies of pure reason"" as an example. In section ""The Philosophy of the Method of Abstraction"", the method is further specified and supported by distinguishing it from three other forms of ""levelism"": (i) levels of organisation; (ii) levels of explanation and (iii) conceptual schemes. In that context, the problems of relativism and antirealism are also briefly addressed. The conclusion discusses some of the work that lies ahead, two potential limitations of the method and some results that have already been obtained by applying the method to some long-standing philosophical problems. © 2008 Springer Science+Business Media B.V.",10.1007/s11023-008-9113-7,2008.0,160.0,Abstraction; Gradient of abstraction; Level of abstraction; Levelism; Observable; Stance,Clarification; Philosophical aspects; Abstraction; Gradient of abstraction; Level of abstraction; Levelism; Levels of abstraction; Observable; Stance; Abstracting,2-s2.0-50249130726
2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Floridi, L., (2009) Philosophical Conceptions of Information, , Springer",,,,,,,,,,
2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Floridi, L., (2011) The Philosophy of Information, , Oxford University Press",,,,,,,,,,
2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Floridi, L., (2013) The Ethics of Information, , Oxford University Press",,,,,,,,,,
2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Ganascia, J.-G., Abstraction of levels of abstraction (2015) Journal of Experimental & Theoretical Artificial Intelligence, 27 (1), pp. 23-35",Abstraction of levels of abstraction,Ganascia J.-G.,Abstraction of levels of abstraction,"The notion of level of abstraction (LoA) is one of the foundations of the Floridi's Philosophy of Information. It also serves for many practical purposes as in information ethics. But the notion of abstraction is not new; it has been given many different meanings in various fields, especially in scientific disciplines and, in particular, in computer science. Our purpose here is to examine the use of abstraction in Floridi's works in conjunction with some of the meanings of abstraction in computer science. The article is divided into five sections. After a general introduction to the Floridi's method of abstraction (MoA) in Section 1, Section 2 revisits Floridi's definition of abstraction and Section 3 gives the different senses of abstraction in computer science. The Section 4 compares them with the Floridi's LoAs and proposes to generalise the Floridi's approach to abstraction using an abstraction of the LoAs, while Section 5 concludes on what we think to be some new arguments in favour of MoA and LoA. © 2014 Taylor & Francis.",10.1080/0952813X.2014.940685,2015.0,4.0,abstract data type; abstract interpretation; abstraction; knowledge level; level of abstraction; method of abstraction; philosophy of information; software engineering,Abstract data types; Birds; Ontology; Software engineering; Abstract interpretations; abstraction; Knowledge level; Level of abstraction; method of abstraction; Philosophy of information; Abstracting,2-s2.0-85027930148
2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Genest, P.-E., Lapalme, G., Framework for abstractive summarization using text-to-text generation (2011) Proceedings of the Workshop on Monolingual Text-to-text Generation, pp. 64-73. , Association for Computational Linguistics",Framework for abstractive summarization using text-to-text generation,"Genest P.E., Lapalme G.",Framework for abstractive summarization using text-to-text generation,[No abstract available],,2011.0,80.0,,,2-s2.0-84874648191
2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Hasler, L., (2007) From Extracts to Abstracts: Human Summary Production Operations for Computer-aided Summarisation, , University of Wolverhampton Ph.D. thesis",,,,,,,,,,
2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Hovy, E., Lin, C.-Y., Automated text summarization and the summarist system (1998) Proceedings of A Workshop on Held at Baltimore, Maryland: October 13-15, 1998, pp. 197-214. , Association for Computational Linguistics",Automated text summarization and the summarist system,"Hovy E., Lin C.-Y.",Automated text summarization and the summarist system,[No abstract available],,1998.0,100.0,,,2-s2.0-0003100146
2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Hovy, E., Marcu, D., Automated text summarization (2005) The Oxford Handbook of Computational Linguistics, pp. 583-598. , Ruslan Mitkov Oxford University Press",Automated text summarization,,,,,,,,,
2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Huang, M., Shi, X., Jin, F., Zhu, X., Using first-order logic to compress sentences (2012) Aaai",Using first-order logic to compress sentences,"Huang M., Shi X., Jin F., Zhu X.",Using first-order logic to compress sentences,"Sentence compression is one of the most challenging tasks in natural language processing, which may be of increasing interest to many applications such as abstractive summarization and text simplification for mobile devices. In this paper, we present a novel sentence compression model based on first-order logic, using Markov Logic Network. Sentence compression is formulated as a word/phrase deletion problem in this model. By taking advantage of first-order logic, the proposed method is able to incorporate local linguistic features and to capture global dependencies between word deletion operations. Experiments on both written and spoken corpora show that our approach produces competitive performance against the state-of-the-art methods in terms of manual evaluation measures such as importance, grammaticality, and overall quality. Copyright © 2012, Association for the Advancement of Artificial Intelligence. All rights reserved.",,2012.0,3.0,,Evaluation measures; First order logic; Linguistic features; Markov logic networks; NAtural language processing; Overall quality; Sentence compression; State-of-the-art methods; Artificial intelligence; Formal logic; Natural language processing systems; Mobile devices,2-s2.0-84868280217
2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Jing, H., Using hidden markov modeling to decompose human-written summaries (2002) Computational Linguistics, 28 (4), pp. 527-543",Using hidden markov modeling to decompose human-written summaries,,,,,,,,,
2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Jing, H., McKeown, K.R., Cut and paste based text summarization (2000) Proceedings of the 1st North American Chapter of the Association for Computational Linguistics Conference, pp. 178-185. , Association for Computational Linguistics",Cut and paste based text summarization,"Jing H., McKeown K.",Cut and paste based text summarization,[No abstract available],,2000.0,125.0,,,2-s2.0-0039141162
2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Kauchak, D., Improving text simplification language modeling using unsimplified text data (2013) Proceedings of the 51st Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers), pp. 1537-1546. , Association for Computational Linguistics Sofia, Bulgaria",Improving text simplification language modeling using unsimplified text data,Kauchak D.,Improving text simplification language modeling using unsimplified text data,"In this paper we examine language modeling for text simplification. Unlike some text-to-text translation tasks, text simplification is a monolingual translation task allowing for text in both the input and output domain to be used for training the language model. We explore the relationship between normal English and simplified English and compare language models trained on varying amounts of text from each. We evaluate the models intrinsically with perplexity and extrinsically on the lexical simplification task from SemEval 2012. We find that a combined model using both simplified and normal English data achieves a 23% improvement in perplexity and a 24% improvement on the lexical simplification task over a model trained only on simple data. Post-hoc analysis shows that the additional unsimplified data provides better coverage for unseen and rare n-grams. © 2013 Association for Computational Linguistics.",,2013.0,71.0,,Combined model; Input and outputs; Language model; N-grams; Text data; Computational linguistics,2-s2.0-84907300133
2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Khan, A., Salim, N., Kumar, Y.J., A framework for multi-document abstractive summarization based on semantic role labelling (2015) Applied Soft Computing, 30, pp. 737-747",A framework for multi-document abstractive summarization based on semantic role labelling,"Khan A., Salim N., Jaya Kumar Y.",A framework for multi-document abstractive summarization based on semantic role labelling,"We propose a framework for abstractive summarization of multi-documents, which aims to select contents of summary not from the source document sentences but from the semantic representation of the source documents. In this framework, contents of the source documents are represented by predicate argument structures by employing semantic role labeling. Content selection for summary is made by ranking the predicate argument structures based on optimized features, and using language generation for generating sentences from predicate argument structures. Our proposed framework differs from other abstractive summarization approaches in a few aspects. First, it employs semantic role labeling for semantic representation of text. Secondly, it analyzes the source text semantically by utilizing semantic similarity measure in order to cluster semantically similar predicate argument structures across the text; and finally it ranks the predicate argument structures based on features weighted by genetic algorithm (GA). Experiment of this study is carried out using DUC-2002, a standard corpus for text summarization. Results indicate that the proposed approach performs better than other summarization systems. © 2015 Elsevier B.V. All rights reserved.",10.1016/j.asoc.2015.01.070,2015.0,75.0,Abstractive summary; Genetic algorithm; Language generation; Semantic role labeling; Semantic similarity measure,Computational linguistics; Genetic algorithms; Natural language processing systems; Text processing; Abstractive summary; Argument structures; Language generation; Semantic representation; Semantic role labeling; Semantic similarity measures; Summarization systems; Text summarization; Semantics,2-s2.0-84939483207
2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Kumar, M., Das, D., Agarwal, S., Rudnicky, A.I., Non-textual event summarization by applying machine learning to template-based language generation (2009) Proceedings of the 2009 Workshop on Language Generation and Summarisation, pp. 67-71. , Association for Computational Linguistics",Non-textual event summarization by applying machine learning to template-based language generation,"Kumar M., Das D., Agarwal S., Rudnicky A.",Non-textual event summarization by applying machine learning to template-based language generation,[No abstract available],,2009.0,7.0,,,2-s2.0-79959652444
2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Lin, C.-Y., Knowledge-based automatic topic identification (1995) Proceedings of the 33rd Annual Meeting on Association for Computational Linguistics, pp. 308-310. , Association for Computational Linguistics",Knowledge-based automatic topic identification,Lin C.Y.,Knowledge-based automatic topic identification,[No abstract available],,1995.0,26.0,,,2-s2.0-4544268174
2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Liu, F., Flanigan, J., Thomson, S., Sadeh, N., Smith, N.A., Toward abstractive summarization using semantic representations (2015) Proceedings of the 2015 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies, pp. 1077-1086. , Association for Computational Linguistics Denver, Colorado",Toward abstractive summarization using semantic representations,"Liu F., Flanigan J., Thomson S., Sadeh N., Smith N.A.",Toward abstractive summarization using semantic representations,"We present a novel abstractive summarization framework that draws on the recent development of a treebank for the Abstract Meaning Representation (AMR). In this framework, the source text is parsed to a set of AMR graphs, the graphs are transformed into a summary graph, and then text is generated from the summary graph. We focus on the graph-to-graph transformation that reduces the source semantic graph into a summary graph, making use of an existing AMR parser and assuming the eventual availability of an AMR-to-text generator. The framework is data-driven, trainable, and not specifically designed for a particular domain. Experiments on gold-standard AMR annotations and system parses show promising results. Code is available at: https://github.com/summarization. © 2015 Association for Computational Linguistics.",10.3115/v1/n15-1114,2015.0,106.0,,Computational linguistics; Natural language processing systems; Semantics; Data driven; Gold standards; Graph Transformation; Semantic graphs; Semantic representation; Source text; Text generators; Treebanks; Abstracting,2-s2.0-84957578529
2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Lloret, E., Boldrini, E., Vodolazova, T., Martínez-Barco, P., Muñoz, R., Palomar, M., A novel concept-level approach for ultra-concise opinion summarization (2015) Expert Systems with Applications, 42 (20), pp. 7148-7156",A novel concept-level approach for ultra-concise opinion summarization,"Lloret E., Boldrini E., Vodolazova T., Martínez-Barco P., Muñoz R., Palomar M.",A novel concept-level approach for ultra-concise opinion summarization,"The Web 2.0 has resulted in a shift as to how users consume and interact with the information, and has introduced a wide range of new textual genres, such as reviews or microblogs, through which users communicate, exchange, and share opinions. The exploitation of all this user-generated content is of great value both for users and companies, in order to assist them in their decision-making processes. Given this context, the analysis and development of automatic methods that can help manage online information in a quicker manner are needed. Therefore, this article proposes and evaluates a novel concept-level approach for ultra-concise opinion abstractive summarization. Our approach is characterized by the integration of syntactic sentence simplification, sentence regeneration and internal concept representation into the summarization process, thus being able to generate abstractive summaries, which is one the most challenging issues for this task. In order to be able to analyze different settings for our approach, the use of the sentence regeneration module was made optional, leading to two different versions of the system (one with sentence regeneration and one without). For testing them, a corpus of 400 English texts, gathered from reviews and tweets belonging to two different domains, was used. Although both versions were shown to be reliable methods for generating this type of summaries, the results obtained indicate that the version without sentence regeneration yielded to better results, improving the results of a number of state-of-the-art systems by 9%, whereas the version with sentence regeneration proved to be more robust to noisy data. © 2015 Elsevier Ltd. All rights reserved.",10.1016/j.eswa.2015.05.026,2015.0,28.0,Electronic Word of Mouth; Natural language generation; Text summarization; Ultra-concise opinion summarization,Decision making; Social networking (online); Decision making process; Different domains; Electronic word of mouths; Natural language generation; On-line information; Text summarization; Ultra-concise opinion summarization; User-generated content; Natural language processing systems,2-s2.0-84930636185
2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Lloret, E., Palomar, M., Analyzing the use of word graphs for abstractive text summarization (2011) Proceedings of the First International Conference on Advances in Information Mining and Management, Barcelona, Spain, pp. 61-66",Analyzing the use of word graphs for abstractive text summarization,"Lloret E., Palomar M.",Analyzing the use of word graphs for abstractive text summarization,[No abstract available],,2011.0,14.0,,,2-s2.0-84869767046
2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Lloret, E., Palomar, M., Text summarisation in progress: A literature review (2012) Artificial Intelligence Review, 37 (1), pp. 1-41",Text summarisation in progress: A literature review,"Lloret E., Palomar M.",Text summarisation in progress: A literature review,"This paper contains a large literature review in the research field of Text Summarisation (TS) based on Human Language Technologies (HLT). TS helps users manage the vast amount of information available, by condensing documents' content and extracting the most relevant facts or topics included in them. The rapid development of emerging technologies poses new challenges to this research field, which still need to be solved. Therefore, it is essential to analyse its progress over the years, and provide an overview of the past, present and future directions, highlighting the main advances achieved and outlining remaining limitations. With this purpose, several important aspects are addressed within the scope of this survey. On the one hand, the paper aims at giving a general perspective on the state-of-the-art, describing the main concepts, as well as different summarisation approaches, and relevant international forums. Furthermore, it is important to stress upon the fact that the birth of new requirements and scenarios has led to new types of summaries with specific purposes (e.g. sentiment-based summaries), and novel domains within which TS has proven to be also suitable for (e.g. blogs). In addition, TS is successfully combined with a number of intelligent systems based on HLT (e.g. information retrieval, question answering, and text classification). On the other hand, a deep study of the evaluation of summaries is also conducted in this paper, where the existing methodologies and systems are explained, as well as new research that has emerged concerning the automatic evaluation of summaries' quality. Finally, some thoughts about TS in general and its future will encourage the reader to think of novel approaches, applications and lines to conduct research in the next years. The analysis of these issues allows the reader to have a wide and useful background on the main important aspects of this research field. © 2011 Springer Science+Business Media B.V.",10.1007/s10462-011-9216-z,2012.0,160.0,Human language technologies; Intelligent systems; Text summarisation,Amount of information; Automatic evaluation; Emerging technologies; Future directions; Human language technologies; Literature reviews; Novel domain; Question Answering; Rapid development; Research fields; Text classification; Text summarisation; Intelligent systems; Quality control; Research; Search engines; Text processing; Information retrieval,2-s2.0-84855347506
2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Luhn, H.P., The automatic creation of literature abstracts (1958) IBM Journal of Research and Development, 2 (2), pp. 159-165",The automatic creation of literature abstracts,Luhn H.P.,The automatic creation of literature abstracts,[No abstract available],,1958.0,1619.0,,,2-s2.0-0000880768
2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Mani, I., Maybury, M.T., (1999) Advances in Automatic Text Summarization, , the MIT Press",,,,,,,,,,
2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," McKeown, K., Rosenthal, S., Thadani, K., Moore, C., Time-efficient creation of an accurate sentence fusion corpus (2010) Human Language Technologies: The 2010 Annual Conference of the North American Chapter of the Association for Computational Linguistics, pp. 317-320. , Association for Computational Linguistics",Time-efficient creation of an accurate sentence fusion corpus,"McKeown K., Rosenthal S., Thadani K., Moore C.",Time-efficient creation of an accurate sentence fusion corpus,"Sentence fusion enables summarization and question-answering systems to produce output by combining fully formed phrases from different sentences. Yet there is little data that can be used to develop and evaluate fusion techniques. In this paper, we present a methodology for collecting fusions of similar sentence pairs using Amazon's Mechanical Turk, selecting the input pairs in a semi-automated fashion. We evaluate the results using a novel technique for automatically selecting a representative sentence from multiple responses. Our approach allows for rapid construction of a high accuracy fusion corpus. © 2010 Association for Computational Linguistics.",,2010.0,18.0,,Amazon's mechanical turks; Fusion techniques; Multiple response; Novel techniques; Question answering systems; Rapid construction; Semi-automated; Artificial intelligence; Computational linguistics,2-s2.0-84858422326
2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Mehdad, Y., Carenini, G., Ng, R.T., Abstractive summarization of spoken and written conversations based on phrasal queries (2014) Proceedings of the 52nd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers), pp. 1220-1230. , Association for Computational Linguistics Baltimore, Maryland",Abstractive summarization of spoken and written conversations based on phrasal queries,"Mehdad Y., Carenini G., Ng R.T.",Abstractive summarization of spoken and written conversations based on phrasal queries,"We propose a novel abstractive querybased summarization system for conversations, where queries are defined as phrases reflecting a user information needs. We rank and extract the utterances in a conversation based on the overall content and the phrasal query information. We cluster the selected sentences based on their lexical similarity and aggregate the sentences in each cluster by means of a word graph model. We propose a ranking strategy to select the best path in the constructed graph as a query-based abstract sentence for each cluster. A resulting summary consists of abstractive sentences representing the phrasal query information and the overall content of the conversation. Automatic and manual evaluation results over meeting, chat and email conversations show that our approach significantly outperforms baselines and previous extractive models. © 2014 Association for Computational Linguistics.",10.3115/v1/p14-1115,2014.0,21.0,,Abstracting; Computational linguistics; Graph theory; Best paths; Evaluation results; Lexical similarity; Query information; Ranking strategy; Summarization systems; User information need; Word graphs; Query processing,2-s2.0-84906930162
2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Miller, G.A., Wordnet: A lexical database for english (1995) Communications of the ACM, 38 (11), pp. 39-41",Wordnet: A lexical database for english,,,,,,,,,
2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Nenkova, A., Entity-driven rewrite for multidocument summarization (2008) Proceedings of IJCNLP08",Entity-driven rewrite for multidocument summarization,Nenkova A.,Entity-driven rewrite for multidocument summarization,[No abstract available],,2008.0,12.0,,,2-s2.0-79960612461
2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Pighin, D., Cornolti, M., Alfonseca, E., Filippova, K., Modelling events through memory-based, open-ie patterns for abstractive summarization (2014) Proceedings of the 52nd Annual Meeting of the Association for Computational Linguistics, 1, pp. 892-901",open-ie patterns for abstractive summarization,,,,,,,,,
2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Platt, J.C., (1999) Advances in Kernel Methods, pp. 185-208. , MIT Press Cambridge, MA, USA",,,,,,,,,,
2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Radev, D.R., McKeown, K.R., Generating natural language summaries from multiple on-line sources (1998) Computational Linguistics, 24 (3), pp. 470-500",Generating natural language summaries from multiple on-line sources,,,,,,,,,
2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Rush, A.M., Chopra, S., Weston, J., A neural attention model for abstractive sentence summarization (2015) Proceedings of the 2015 Conference on Empirical Methods in Natural Language Processing, pp. 379-389. , Association for Computational Linguistics Lisbon, Portugal",A neural attention model for abstractive sentence summarization,,,,,,,,,
2-s2.0-84957598648,Concept generalization and fusion for abstractive sentence generation," Saggion, H., A classification algorithm for predicting the structure of summaries (2009) Proceedings of the 2009 Workshop on Language Generation and Summarisation, pp. 31-38. , Association for Computational Linguistics",A classification algorithm for predicting the structure of summaries,Saggion H.,A classification algorithm for predicting the structure of summaries,[No abstract available],,2009.0,12.0,,,2-s2.0-79959662357
