Key,Title,include_aparna,include_kyle
JI5LLKGL,Visual Object Categorization Based on Hierarchical Shape Motifs Learned From Noisy Point Cloud Decompositions,0,0
A6DLQ7CW,Fake news stance detection using deep learning architecture (CNN-LSTM),1,0
LPZWPATD,A visual embedding for the unsupervised extraction of abstract semantics,0,0
VINUCYBK,Design and simulation of integrated education information teaching system based on fuzzy logic,0,0
MZ8IPWI7,Embedded Algorithmic Noise-Tolerance for Signal Processing and Machine Learning Systems via Data Path Decomposition,0,0
ESAW72TQ,Medical decision support system for diagnosis of neuromuscular disorders using DWT and fuzzy support vector machines,0,0
VVW2E88P,Sentiment Analysis Is a Big Suitcase,0,1
6SAG6Y34,Analyzing gene expression data for pediatric and adult cancer diagnosis using logic learning machine and standard supervised methods,0,0
NP2UJHIS,Statistical modeling and knowledge-based segmentation of cerebral artery based on TOF-MRA and MR-T1,0,0
E4BPHPKC,The SP Theory of Intelligence: Distinctive Features and Advantages,0,0
H4I5S662,Implementation of autonomous driving using Ensemble-M in simulated environment,0,0
RPBYCC5T,GRANet: A Deep Learning Model for Classification of Age and Gender from Facial Images,0,0
BAMGPUCX,Sentence-Level Classification Using Parallel Fuzzy Deep Learning Classifier,1,1
HHX6AHUX,Indoor Place Category Recognition for a Cleaning Robot by Fusing a Probabilistic Approach and Deep Learning,0,0
AQ3NWCYN,An Uphill Safety Controller with Deep Learning-Based Ramp Detection for Intelligent Wheelchairs,0,0
8SNDYRFT,Neurostream: Scalable and Energy Efficient Deep Learning with Smart Memory Cubes,0,0
N3T9CNBV,Computing operation procedures for chemical plants using whole-plant simulation models,0,0
ZPU5A82K,AI and the path to envelopment: knowledge as a first step towards the responsible regulation and use of AI-powered machines,0,0
PNE6VVBB,Combining lexical and context features for automatic ontology extension,0,0
BHL5LK25,Automatically solving two-variable linear algebraic word problems using text mining,0,0
NZSW4WNE,The best papers from BRIMS 2011: Models of users and teams interacting,0,0
885BDVI4,On time series classification with dictionary-based classifiers,0,0
W7GVGJXA,An Intrusion Detection System Using a Deep Neural Network with Gated Recurrent Units,0,0
V3YL3PL9,A new online learned interval type-3 fuzzy control system for solar energy management systems,0,0
AI5GC8ND,Low power approximate adder based repetitive iteration cord (LP-ARICO) algorithm for high-speed applications,0,0
MP3PPLVE,Automatic discovery of concepts and actions,0,0
Z33NJGZ9,A new relational Tri-training system with adaptive data editing for inductive logic programming,0,0
UCPTMTUK,Data Based Prediction of Blood Glucose Concentrations Using Evolutionary Methods,0,0
686UAB4E,A survey on geographic classification of virgin olive oil with using T-operators in Fuzzy Decision Tree Approach,0,0
48YXPSLM,On-Device Lumbar-Pelvic Movement Detection Using Dual-IMU: A DNN-Based Approach,0,0
45FQ4Z49,FLDNet: Frame Level Distilling Neural Network for EEG Emotion Recognition,0,0
YT9IGQ9K,Combining learning and constraints for genome-wide protein annotation,0,0
CY7N9YEJ,Towards Assisting the Visually Impaired: A Review on Techniques for Decoding the Visual Data from Chart Images,0,0
DKZRW5T8,A Novel Optimized Case-Based Reasoning Approach with K-Means Clustering and Genetic Algorithm for Predicting Multi-Class Workload Characterization in Autonomic Database and Data Warehouse System,0,0
SF856I5W,Improving the segmentation of magnetic resonance brain images using the LSHADE optimization algorithm,0,0
MPNGQFIU,Multiobjective Automated Type-2 Parsimonious Learning Machine to Forecast Time-Varying Stock Indices Online,0,0
3HH5PU2G,Recycled FPGA Detection Using Exhaustive LUT Path Delay Characterization and Voltage Scaling,0,0
GTCSSYCY,"Financial time series prediction using ℓ2,1RF-ELM",0,0
SIA8FGPH,"Distributed dual vigilance fuzzy adaptive resonance theory learns online, retrieves arbitrarily-shaped clusters, and mitigates order dependence",0,0
U8FBR47F,The voice of optimization,0,0
XVUJBUP5,Hierarchical Fuzzy Neural Networks with Privacy Preservation for Heterogeneous Big Data,1,1
992T4VZ9,Type-2 Fuzzy PCA Approach in Extracting Salient Features for Molecular Cancer Diagnostics and Prognostics,0,0
V3ABHKF4,Matminer: An open source toolkit for materials data mining,0,0
SJVHXAYN,Phishing-Aware: A Neuro-Fuzzy Approach for Anti-Phishing on Fog Networks,0,0
QMBMFN7E,Lane-changes prediction based on adaptive fuzzy neural network,1,0
V8RNE6NJ,Probabilistic matchmaking methods for automated service discovery,1,0
M69LKNRW,A rule-based neural network approach to model driver naturalistic behavior in traffic,1,0
NCF2I89A,Chaotic Type-2 Transient-Fuzzy Deep Neuro-Oscillatory Network (CT2TFDNN) for Worldwide Financial Prediction,0,0
W6RDF6L2,On modeling the quality of concept mapping toward more intelligent online learning feedback: a fuzzy logic-based approach,0,0
ARR4ESKL,Fuzzy association rule mining for recognising daily activities using Kinect sensors and a single power meter,0,0
8R44NM2X,Automated detection of discourse segment and experimental types from the text of cancer pathway results sections,0,0
ZDB6PH89,Cooperative game theoretic approach using fuzzy Q-learning for detecting and preventing intrusions in wireless sensor networks,0,0
IG4KHQSM,Emotional conversation generation based on a Bayesian deep neural network,0,1
7Y3T37LH,Real-time activity monitoring with a wristband and a smartphone,0,0
47J9ZIZM,Hierarchical Human-Like Deep Neural Networks for Abstractive Text Summarization,0,1
7U6ABE5D,Explaining black-box classifiers using post-hoc explanations-by-example: The effect of explanations and error-rates in XAI user studies,0,0
V474AMMN,Learning Hierarchical Attention for Weakly-supervised Chest X-Ray Abnormality Localization and Diagnosis,0,0
XDMI4QR7,Hierarchical activity recognition for dementia care using Markov Logic Network,0,0
HY5N66PC,Efficient Segmentation of Brain Tumor Using FL-SNM with a Metaheuristic Approach to Optimization,0,0
AE8R2LH9,An algorithm selection based platform for image understanding using high-level symbolic feedback and machine learning,0,0
KIB8AQEF,Using Artificial Intelligence to Understand What Causes Sentiment Changes on Social Media,0,0
VVV3WT9M,Analyzing Machine-Learned Representations: A Natural Language Case Study,0,1
X566AA7M,MULTS: A multi-cloud fault-tolerant architecture to manage transient servers in cloud computing,0,0
FVTHPJXZ,Neural circuits for learning context-dependent associations of stimuli,0,0
XMDAITPZ,Unified learning to enhance adaptive behavior of simulation objects,0,0
X362TRX2,Gastroenterology Ontology Construction Using Synonym Identification and Relation Extraction,0,0
IR3AR3LJ,Map of science with topic modeling: Comparison of unsupervised learning and human-assigned subject classification,0,0
2XNEDU64,Towards automatic generation of as-built BIM: 3D building facade modeling and material recognition from images,0,0
H9L5LVIU,EmoSenticSpace: A novel framework for affective common-sense reasoning,0,0
2KHXWSJ8,A kernel-based approach to learning contact distributions for robot manipulation tasks,0,0
I353KYN3,Feedback Error Learning Control of Magnetic Satellites Using Type-2 Fuzzy Neural Networks With Elliptic Membership Functions,0,0
9EIGTWBJ,Image modal analysis in art design and image recognition using AI techniques,0,0
EGUVFWRJ,A Learning-Based Approach to Synthesizing Invariants for Incomplete Verification Engines,0,0
P4GNKQ8G,Reinforcement learning-based thermal comfort control for vehicle cabins,0,0
QND4ZZTV,Adaptive fuzzy backstepping output feedback control for a class of uncertain stochastic nonlinear system in pure-feedback form,0,0
3UGZAKJW,"Design of silicon brains in the nano-CMOS era: Spiking neurons, learning synapses and neural architecture optimization",0,0
7XNSC7XQ,I sense overeating: Motif-based machine learning framework to detect overeating using wrist-worn sensing,0,0
29SDDKS5,A mobile system for sedentary behaviors classification based on accelerometer and location data,0,0
VYPZ5GEV,"37,000 human-planned robotic grasps with six degrees of freedom",0,0
MPCYHZ8U,A comparative analysis of soft computing techniques in software fault prediction model development,0,0
4IV7C46M,Cracking the tinder code: An experience sampling approach to the dynamics and impact of platform governing algorithms,0,0
RAJRQV6F,Qualitative and quantitative study of syntactic structure: a grammar checker using part of speech tags,0,0
ICNUWGS5,PMBA: A Parallel MCMC Bayesian Computing Accelerator,0,0
6VBKWHLL,Semi-supervised target-oriented sentiment classification,0,0
YWSU5WXP,A knowledge discovery and visualisation method for unearthing emotional states from physiological data,0,0
7N2EY3ZQ,End-to-End Rain Removal Network Based on Progressive Residual Detail Supplement,0,0
CIQ4TSXD,Probabilistic Load Forecasting via Neural Basis Expansion Model Based Prediction Intervals,0,0
EF927DJW,Optimal DBN-based distributed attack detection model for Internet of Things,0,0
GJY6CMSS,User reviews: Sentiment analysis using lexicon integrated two-channel CNN–LSTM​ family models,1,0
KLR2L7TN,A fast and scalable architecture to run convolutional neural networks in low density FPGAs,0,0
5AF7AJPM,An Improved Quantile Regression Neural Network for Probabilistic Load Forecasting,0,0
WP58EEYY,Reformulating Level Sets as Deep Recurrent Neural Network Approach to Semantic Segmentation,0,0
NFQSEXXC,Instruction-level abstraction (ILA): A uniform specification for system-on-chip (SOC) verification,0,0
BCIU4VB9,Modular design of a factor-graph-based inference engine on a System-On-Chip (SoC),0,0
SYHNMIZS,Metamathematics for Systems Design: Comprehensive Transfer of Formal Methods Techniques to Cyber-Physical Systems,0,0
29T7QI28,Probabilistic modeling approach for interpretable inference and prediction with data for sepsis diagnosis,1,0
Q4WLA2LH,A concise review on sensor signal acquisition and transformation applied to human activity recognition and human–robot interaction,0,0
YJ4UY62N,CrowdIA: Solving mysteries with crowdsourced sensemaking,0,0
RI4Y9R5N,SemCaDo: A serendipitous strategy for causal discovery and ontology evolution,0,0
GIC4LEU4,Reasoning about goal revelation in human negotiation,1,1
DBNFFD67,Sentence-Level Classification Using Parallel Fuzzy Deep Learning Classifier,1,1
2YIHESWB,Knowledge-Aided Convolutional Neural Network for Small Organ Segmentation,0,0
J7VK433C,An intelligent Bayesian hybrid approach to help autism diagnosis,1,0
92N6EIMN,Churn and Net Promoter Score forecasting for business decision-making through a new stepwise regression methodology,0,0
NLVPL5XZ,Segmented Generative Networks: Data Generation in the Uniform Probability Space,0,0
ZKE7ZYGZ,Artificial intelligence and institutional critique 2.0: unexpected ways of seeing with computer vision,0,0
J4VTX6X2,A Novel Distributed Multitask Fuzzy Clustering Algorithm for Automatic MR Brain Image Segmentation,0,0
2FASFVKX,Intrusion detection and response system inspired by the defense mechanism of plants,0,0
NFU98JJG,Accelerating Decision Tree Based Traffic Classification on FPGA and Multicore Platforms,0,0
36U36BVR,Short-Term Load Forecasting with Deep Residual Networks,0,0
EILYXMTJ,Case-based reasoning support for liver disease diagnosis,0,0
Q7XNBWBG,Application of artificial intelligence algorithms on modeling of reflection phase characteristics of a nonuniform reflectarray element,0,0
TNUW7Y7N,Relation-aware Siamese region proposal network for visual object tracking,0,0
LQMARCNF,Multi-objective evolutionary algorithms for fuzzy classification in survival prediction,1,0
PVP5P444,Deep-STaR: Classification of image time series based on spatio-temporal representations,0,0
4A7HENN4,Understanding cartoon emotion using integrated deep neural network on large dataset,0,0
YPDTIZ6Y,Data augmentation computing model based on generative adversarial network,0,0
45DTTIEI,MulNet: A Flexible CNN Processor with Higher Resource Utilization Efficiency for Constrained Devices,0,0
MDNSITQN,Multi-scale driver behavior modeling based on deep spatial-temporal representation for intelligent vehicles,0,0
8Q4G6PH4,PopMNet: Generating structured pop music melodies using neural networks,0,0
PHNNLLIJ,Rule-based machine learning for knowledge discovering in weather data,1,0
RY44CFEV,Core-generating approximate minimum entropy discretization for rough set feature selection in pattern classification,0,0
FH3M3IR6,Identification of Cassin[U+05F3]s Vireo (Vireo cassinii) individuals from their acoustic sequences using an ensemble of learners,0,0
N9RYRWWR,Deep feature learning for soft tissue sarcoma classification in MR images via transfer learning,0,0
VLGR2Z6E,"Automatic driver sleepiness detection using EEG, EOG and contextual information",0,0
CDKGQBNE,Case-based maintenance: Structuring and incrementing the case base,0,0
V7PA757C,The effect of class imbalance on case selection for case-based classifiers: An empirical study in the context of medical decision support,0,0
RXPU8Y6G,Multi-marginal optimal transport and probabilistic graphical models,0,0
HXGDZZV5,Design optimization of a scramjet under uncertainty using probabilistic learning on manifolds,0,0
SUR85VZL,An Efficient Algorithm to Compute a Quantum Probability Space,0,0
VGNQGC76,Fuzzy Bayesian Learning,1,0
PPC7X7Q3,Robust adaptive lag synchronization of uncertain fuzzy memristive neural networks with time-varying delays,0,0
WENU9MQH,A machine learning-based sentiment analysis of online product reviews with a novel term weighting and feature selection approach,0,0
EMEZ44K2,MacLeR: Machine Learning-Based Runtime Hardware Trojan Detection in Resource-Constrained IoT Edge Devices,0,0
NCLGD6EU,Non-invasive detection of coronary artery disease in high-risk patients based on the stenosis prediction of separate coronary arteries,0,0
IBWIWRRP,Integrating Heuristic and Machine-Learning Methods for Efficient Virtual Machine Allocation in Data Centers,0,0
AQD3DH8Z,Fuzzy Inspired Deep Belief Network for the Traffic Flow Prediction in Intelligent Transportation System Using Flow Strength Indicators,0,0
FRD963LA,Personalized adaptive CBR bolus recommender system for type 1 diabetes,0,0
ZXWBZP3U,A transparent rule-based expert system using neural network,1,0
7K8EDLPY,Approaches to Automated Detection of Cyberbullying: A Survey,0,0
67WP7N8J,A security risk plan search assistant decision algorithm using deep neural network combined with two-stage similarity calculation,0,0
WQ2MK3W6,Evaluating the visualization of what a deep neural network has learned,0,0
VB7U43PZ,Application of bayesian networks for autonomic network management,0,0
DFUTAX4J,Contemporary evolution and genetic change of prey as a response to predator removal,0,0
N4JQNWVX,Medial axis-based machine-vision system for orchard robot navigation,0,0
AYV5IK7J,Simplified optimized control using reinforcement learning algorithm for a class of stochastic nonlinear systems,0,0
JL7ESG3L,Less computationally intensive fuzzy logic (type-1)-based controller for humanoid push recovery,0,0
EW3FXLIC,Time series classification with motifs and characteristics,0,0
KYHCHMIY,Stay Time Prediction for Individual Stay Behavior,0,0
6BP8LWJA,Ensemble classifier of long short-term memory with fuzzy temporal windows on binary sensors for activity recognition,0,0
SCM476JK,Improving learning rule for fuzzy associative memory with combination of content and association,0,0
PEX5HA9F,"Bionic autonomic nervous systems for self-defense against dos, spyware, malware, virus, and fishing",0,0
CU2VYW85,Selection of discrete wavelets for fault diagnosis of monoblock centrifugal pump using the J48 algorithm,0,0
Z937H2TE,A genetic interval type-2 fuzzy logic-based approach for generating interpretable linguistic models for the brain P300 phenomena recorded via brain–computer interfaces,0,0
PSRZXLCY,"Nonconventional Computer Arithmetic Circuits, Systems and Applications",0,0
BB4AB7CW,Fuzzy based image edge detection algorithm for blood vessel detection in retinal images,0,0
DN6KJIVI,Learning the Relation between Interested Objects and Aesthetic Region for Image Cropping,0,0
HQGV5UZ4,Attribute Graph Neural Networks for Strict Cold Start Recommendation,0,0
JMKKZSTB,An ILP Model for Multi-Label MRFs with Connectivity Constraints,0,0
LVKTK7F6,A sparse deep belief network with efficient fuzzy learning framework,1,1
3IAF74PE,Acceleration of FPGA Based Convolutional Neural Network for Human Activity Classification Using Millimeter-Wave Radar,0,0
NVBAZ8R2,Using the sEMG signal representativity improvement towards upper-limb movement classification reliability,0,0
AHUFHM6T,Juggling functions inside a database,0,0
L6AN9UPU,Generating fuzzy rules by learning from olive tree transpiration measurement - An algorithm to automatize Granier sap flow data analysis,0,0
A3AYVYEE,EXiT CBR: A framework for case-based medical diagnosis development and experimentation,0,0
DKXFLVIF,A hybrid Type-2 Fuzzy Logic System and Extreme Learning Machine for low-cost INS/GPS in high-speed vehicular navigation system,1,0
JPVDZ5Z3,A New Type of Fuzzy-Rule-Based System with Chaotic Swarm Intelligence for Multiclassification of Pain Perception from fMRI,0,0
AQ2SXGIB,A self-organizing deep neuro-fuzzy system approach for classification of kidney cancer subtypes using miRNA genomics data,0,0
PMB8RHCD,Propositionalization and embeddings: two sides of the same coin,1,0
QBEUTFSX,RANC: Reconfigurable Architecture for Neuromorphic Computing,0,0
R9DU9FZ2,Incentive Mechanism for Reliable Federated Learning: A Joint Optimization Approach to Combining Reputation and Contract Theory,0,0
AZ2CXK8N,Hardware Trojan Detection Using Changepoint-Based Anomaly Detection Techniques,0,0
VHN8XVW3,DEFT: A Distributed IoT Fingerprinting Technique,0,0
Z7DF4QH9,Using uncertainty to link and rank evidence from biomedical literature for model curation,0,1
FFA6YJEK,A transformer-based architecture for fake news classification,0,0
KCAJT2R9,Graph Reasoning-Based Emotion Recognition Network,0,0
IJH8N8RU,Reactive Semantic Planning in Unexplored Semantic Environments Using Deep Perceptual Feedback,0,0
G3SGBPHK,One-Shot Image-to-Image Translation via Part-Global Learning with a Multi-adversarial Framework,0,0
BEF8RKUD,Attentive and ensemble 3D dual path networks for pulmonary nodules classification,0,0
W48BEJXZ,An enhanced wireless sensor network localization scheme for radio irregularity models using hybrid fuzzy deep extreme learning machines,0,0
APS8RFU7,Maximal-discernibility-pair-based approach to attribute reduction in fuzzy rough sets,0,0
5GXN9L8P,A computational knowledge representation model for cognitive computers,0,0
FTNZJN6M,IFALCON: A neural architecture for hierarchical planning,0,0
4F8R7F94,A fuzzy clustering algorithm for developing predictive models in construction applications,0,0
NQDEGBEH,Where Do You Think You're Going?: Characterizing spatial mental models from planned routes,0,0
GBM4QD8T,Soft Computing Techniques for Dependable Cyber-Physical Systems,0,0
AAPFG6CK,Quality-optimized predictive analytics,0,0
GJTIA9YR,The Rhetoric and Reality of Anthropomorphism in Artificial Intelligence,0,0
96YWDJ2H,Administrative document analysis and structure,0,1
G2HF5E7D,Long short-term memory and fuzzy logic for anomaly detection and mitigation in software-defined network environment,0,0
7EYVZITW,Fuzzy Reinforcement Learning for Robust Spectrum Access in Dynamic Shared Networks,0,0
HBDAPVNA,An Ab Initio Method for Designing Multi-Target Specific Pharmacophores using Complementary Interaction Field of Aspartic Proteases,0,0
XCZY3LAE,Evaluation of inductive logic programming for information extraction from natural language texts to support spatial data recommendation services,0,1
KSAHMDRK,Extended Factorization Machines for Sequential Recommendation,0,0
XAN69YHK,"An efficient deep sclera recognition framework with novel sclera segmentation, vessel extraction and gaze detection",0,0
EE8L92DA,A new convolutional neural network predictive model for the automatic recognition of hypogranulated neutrophils in myelodysplastic syndromes,0,0
FL52RRMU,Automated Hand-drawn sketches retrieval and recognition using regularized Particle Swarm Optimization based deep convolutional neural network,0,0
C4GS3V5K,A fast decision-making method for process planning with dynamic machining resources via deep reinforcement learning,0,0
HXLUKGHU,DNN-based surrogate modeling-based feasible performance reliability design methodology for aircraft engine,0,0
VK934TGV,TTL-IQA: Transitive Transfer Learning based no-reference Image Quality Assessment,0,0
EAQYD8H8,Probabilistic Solar Irradiation Forecasting based on Variational Bayesian Inference with Secure Federated Learning,0,0
8KSVN7FP,A fault-tolerant and energy-efficient continuous data protection system,0,0
2DXCL6ZI,Automated Essay Scoring and the Deep Learning Black Box: How Are Rubric Scores Determined?,0,0
U29KKX7J,Computer-assisted Parkinson's disease diagnosis using fuzzy optimum- path forest and Restricted Boltzmann Machines,0,0
9PJ63IMU,Exploring Edge Computing for Multitier Industrial Control,0,0
M6MWATK2,Intelligent computing system based on pattern recognition and data mining algorithms,0,1
L59HZ77Q,Binary Decision Diagram Assisted Modeling of FPGA-Based Physically Unclonable Function by Genetic Programming,0,0
Z3Y3BTDB,Fuzzy Transfer Learning: Methodology and application,0,1
RK7826XH,Improving the performance of machine learning algorithms using fuzzy-based features for medical x-ray image classification,0,0
HFJACF3N,Multi-Objective-Based Radiomic Feature Selection for Lesion Malignancy Classification,0,0
6AFQRCB4,A New Design of Mamdani Complex Fuzzy Inference System for Multiattribute Decision Making Problems,1,0
BVVX8YF3,Column generation based heuristic for learning classification trees,0,0
S49KWVJ7,A fast learning algorithm based on extreme learning machine for regular fuzzy neural network,1,1
FBFBQDX2,Evidential grammars: A compositional approach for scene understanding. Application to multimodal street data,0,0
53KYX4X9,A novel memristor based physically unclonable function,0,0
99BM72LD,Structure of feature spaces related to fuzzy similarity relations as kernels,0,0
E2Z893VQ,DLUX: a LUT-based Near-Bank Accelerator for Data Center Deep Learning Training Workloads,0,0
2IIUUQKI,Bayesian inference using stochastic logic: A study of buffering schemes for mitigating autocorrelation,0,0
CWDWGM8M,Single index fuzzy neural networks using locally weighted polynomial regression,1,1
SKYFJ6YL,A system on chip for melanoma detection using FPGA-based SVM classifier,0,0
LMBS87C6,Using AI to Attack VA: A stealthy spyware against voice assistances in smart phones,0,0
ETGGRAXZ,Particle swarm optimization based multi-task parallel reinforcementlearning algorithm,0,0
BNMJ7ASL,Fuzzy Expert System based on a Novel Hybrid Stem Cell (HSC) Algorithm for Classification of Micro Array Data,0,0
JDCYBJST,Learning ensemble classifiers for diabetic retinopathy assessment,0,0
A79JUUC4,Smart audio sensors in the internet of things edge for anomaly detection,0,0
EJ2WGC8Y,Evolutionary fuzzy ARTMAP neural networks for classification of semiconductor defects,0,0
6ERRVYX3,Algorithm runtime prediction: Methods & evaluation,0,0
ZQZXF47Y,L1-graph construction using structured sparsity,0,0
MWQ7HTAN,Implicit multibody penalty-baseddistributed contact,0,0
GWWKKASR,Optical music recognition: state-of-the-art and open issues,0,0
Z2WC4XMJ,CLMIP: cross-layer manifold invariance based pruning method of deep convolutional neural network for real-time road type recognition,0,0
AZ7KBEIP,Facial emotion recognition using temporal relational network: an application to E-learning,0,0
9NJ63HP5,CLIN-IK-LINKS: A platform for the design and execution of clinical data transformation and reasoning workflows,0,0
TQXLG867,Ontology driven decision support for the diagnosis of mild cognitive impairment,0,0
FH8HR3JH,A super-learner ensemble of deep networks for vehicle-type classification,0,0
D3AHAVXB,ProtoSteer: Steering Deep Sequence Model with Prototypes,0,1
Q9I3P66H,Case-based reasoning emulation of persons for wheelchair navigation,0,0
G5RFKW4J,A fuzzy imperialistic competitive algorithm for optimizing convex functions,0,0
BXK2DCLV,Functional networks as a new data mining predictive paradigm to predict permeability in a carbonate reservoir,0,0
FW53B46D,Representations and techniques for 3D object recognition and scene interpretation,0,0
VRPF2WKT,Pix2Shape: Towards Unsupervised Learning of 3D Scenes from Images Using a View-Based Representation,0,0
CI34H7DF,C-Reference: Improving 2D to 3D Object Pose Estimation Accuracy via Crowdsourced Joint Object Estimation,0,0
FCSKVF7D,SAIL—Software system for learning AI algorithms,0,0
ZPJN9R8B,Local generalized quadratic distance metrics: Application to the k-nearest neighbors classifier,0,0
JVQZUJEK,Context-based ensemble method for human energy expenditure estimation,0,0
MD55YRLU,Attention based video captioning framework for Hindi,0,0
QCXT9L8Y,Top program construction and reduction for polynomial time Meta-Interpretive learning,0,0
92UBNL7Y,A fuzzy computational model of emotion for cloud based sentiment analysis,0,0
W9T6B52M,Policy learning in continuous-time Markov decision processes using Gaussian Processes,0,0
ZAHAYM6I,Apache REEF: Retainable evaluator execution framework,0,0
XF4LSBE2,An FPGA-based accelerator for frequent itemset mining,0,0
SEBI9T47,Risk spillover in financial markets based on support vector quantile regression,0,0
CCSF2N44,A survey on verification strategies for intelligent transportation systems,0,0
9YMU8X4H,IDARTS – Towards intelligent data analysis and real-time supervision for industry 4.0,0,0
348VAKIK,Data preprocessing issues for incomplete medical datasets,0,0
68E67JBJ,A Novel Biologically Inspired Visual Saliency Model,0,0
9EM4HHN9,Algorithm for Autonomous Power-Increase Operation Using Deep Reinforcement Learning and a Rule-Based System,1,0
VF4ASSDH,Enhancing clinical concept extraction with distributional semantics,0,0
F8JIS6ID,On the Emergence of Whole-body Strategies from Humanoid Robot Push-recovery Learning,0,0
M3IVSFR3,GeoTrackNet–A Maritime Anomaly Detector Using Probabilistic Neural Network Representation of AIS Tracks and A Contrario Detection,0,0
L23RWW7A,Platform for Healthcare Promotion and Cardiovascular Disease Prevention,0,0
XI2GTBQV,Hybrid LSTM/MaxEnt Networks for Arabic Syntactic Diacritics Restoration,0,0
FJXILTFY,Recent progress in atomistic modelling and simulations of donor spin qubits in silicon,0,0
FLQDE4IR,Recognition of pigment network pattern in dermoscopy images based on fuzzy classification of pixels,0,0
V8HCAUG7,Leakage aware resource management approach with machine learning optimization framework for partially reconfigurable architectures,0,0
4NERELMX,Improving probabilistic inference in graphical models with determinism and cycles,0,0
ZZWDD226,"foxPSL: A Fast, Optimized and eXtended PSL implementation",0,0
HRZSN48B,Difficult first strategy GP: an inexpensive sampling technique to improve the performance of genetic programming,0,0
R25YF8JD,Genetic programming-assisted multi-scale optimization for multi-objective dynamic performance of laminated composites: the advantage of more elementary-level analyses,0,0
MAD3P9IY,Knowledge elicitation based on genetic programming for non destructive testing of critical aerospace systems,0,0
6DWCY3EC,Assessing cognitive alignment in different types of dialog by means of a network model,0,1
XUB4AK5U,Self-adaptive induction of regression trees,0,0
Y56IDMX3,Design of double fuzzy clustering-driven context neural networks,0,1
JA5HHBV2,Deterministic learning of hybrid Fuzzy Cognitive Maps and network reduction approaches,0,1
D2NEZW6A,Cosine similarity measures of bipolar neutrosophic set for diagnosis of bipolar disorder diseases,0,0
2YIRBV9M,Actor-Critic Reinforcement Learning Control of Non-Strict Feedback Nonaffine Dynamic Systems,0,0
4JHZW82D,Novel Adaptive Clustering Algorithms Based on a Probabilistic Similarity Measure over Atanassov Intuitionistic Fuzzy Set,0,0
EHJTC4QH,Parametric classification with soft labels using the evidential EM algorithm: linear discriminant analysis versus logistic regression,0,0
RVMEBURW,Automated experiential engineering knowledge acquisition through Q&A contextualization and transformation,1,0
FN6ZI9C4,A review of metaheuristics in robotics,0,0
54LE8HAY,Multi-level fuzzy min-max neural network classifier,0,1
AYSKV65J,Non-invasive recognition of poorly resolved integrated circuit elements,0,0
Y9JQT33E,A hybrid automatic system for the diagnosis of lung cancer based on genetic algorithm and fuzzy extreme learning machines,0,0
PKBF7NDP,Practical Attacks on Deep Neural Networks by Memory Trojaning,0,0
AS3TKGGI,Spatio-Temporal-Spectral Hierarchical Graph Convolutional Network With Semisupervised Active Learning for Patient-Specific Seizure Prediction,0,0
5ZN6Z7BI,A High Throughput Acceleration for Hybrid Neural Networks with Efficient Resource Management on FPGA,0,0
R9CKVUCN,Indoor Positioning Based on Fingerprint-Image and Deep Learning,0,0
UL2UAG63,Finding semantic patterns in omics data using concept rule learning with an ontology-based refinement operator,0,0
VFJGSECU,Improving remote sensing crop classification by argumentation-based conflict resolution in ensemble learning,0,0
E7VNR2JD,REEEC-AGENT: human driver cognition and emotions-inspired rear-end collision avoidance method for autonomous vehicles,0,0
FS2QA79A,Deep Reinforcement Learning-Based Controller for SOC Management of Multi-Electrical Energy Storage System,0,0
Y59NN2TS,AddNet: Deep Neural Networks Using FPGA-Optimized Multipliers,0,0
S5HNKTP4,"Towards computational models of animal cognition, an introduction for computer scientists",0,0
TLV4LBCV,A design of fuzzy inference systems to predict tensile properties of as-cast alloy,0,0
V9XFUV45,A QoS-guaranteed intelligent routing mechanism in software-defined networks,0,0
IG2LL9P9,Federated Learning-based Anomaly Detection for IoT Security Attacks,0,0
N9G2VTYN,Applying Exponential Family Distribution to Generalized Extreme Learning Machine,0,0
VKKINIJI,Using Behavioral Analytics to Predict Customer Invoice Payment,0,0
7MJ8L6MH,Advanced Equivalence Checking for Quantum Circuits,0,0
77Z9THN8,Low-Rate DDoS Attack Detection Based on Factorization Machine in Software Defined Network,0,0
AQJ2TTNF,Optimal control strategies of eight parallel heat pumps using Gaussian process emulator,0,0
36ZJ4Z45,A study on supervised machine learning algorithm to improvise intrusion detection systems for mobile ad hoc networks,0,0
ZH4FMZ2Y,An Incremental Learning of Concept Drifts Using Evolving Type-2 Recurrent Fuzzy Neural Networks,0,1
IDUIU65B,Fuzzy Evidential Network and Its Application as Medical Prognosis and Diagnosis Models,0,0
VMI82L49,Resilient and Power-Efficient Multi-Function Channel Buffers in Network-on-Chip Architectures,0,0
AQQF8AXY,IoT-based hybrid optimized fuzzy threshold ELM model for localization of elderly persons,0,0
5GYB232I,nZESPA: A Near-3D-Memory Zero Skipping Parallel Accelerator for CNNs,0,0
JLJJXV7W,Multiple-instance learning approach via bayesian extreme learning machine,1,0
XIREBJX5,A hybrid evolutionary preprocessing method for imbalanced datasets,0,0
N5MPB5XC,FPGA based spike-time dependent encoder and reservoir design in neuromorphic computing processors,0,0
DI3TCXVJ,"A cortex-like learning machine for temporal hierarchical pattern clustering, detection, and recognition",0,0
X4SDTAN3,Neural Attention Frameworks for Explainable Recommendation,0,0
