Key,Item Type,Publication Year,Author,Title,Abstract Note,Publication Title,DOI,Url,Date,Date Added,Date Modified
FH3M3IR6,journalArticle,2016,"Arriaga, J.G.; Sanchez, H.; Vallejo, E.E.; Hedley, R.; Taylor, C.E.",Identification of Cassin[U+05F3]s Vireo (Vireo cassinii) individuals from their acoustic sequences using an ensemble of learners,"The ability to identify individual birds can provide us with information on behavioral interactions between individuals and ecological interactions with the environment. Identifying individual animals has traditionally been a time - and cost - intensive exercise in the field. Most past efforts dedicated towards individual identification from its vocalizations have centered on the analysis of acoustic features. Here we present an alternative approach to this task, using an ensemble of learners to identify individual Cassin's Vireo from the structural properties of their vocalizations, using symbolic representations of its syntactic elements instead of the acoustic characteristics of the signal. We also test the ability of this ensemble of learners to identify individuals within a year and across years. We propose a new learner combination that confers the ensemble with the ability to handle outliers - unknown individuals not seen during training. After being trained with 9 individuals from one year (2014), the ensemble achieved 96% accuracy identifying samples from 13 individual birds from the same year and 95% with sequences from 8 individual birds from a previous year. Predicting individuals in one year using recordings from other years indicates effective generalization capabilities of the ensemble. © 2015 Elsevier B.V.",Neurocomputing,10.1016/j.neucom.2015.05.129,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962669642&doi=10.1016%2fj.neucom.2015.05.129&partnerID=40&md5=c721de700488e0451f59f77fb7ffa8b0,2016,2021-07-20 15:49:46,2021-07-20 15:49:46
N9RYRWWR,journalArticle,2019,"Hermessi, H.; Mourali, O.; Zagrouba, E.",Deep feature learning for soft tissue sarcoma classification in MR images via transfer learning,"Medical image analysis is motivated by deep learning emergence and computation power increase. Meanwhile, relevant deep features can significantly enhance learnable expert and intelligent systems performance and reduce diagnosis time and arduousness. This paper presents a deep learning-based radiomics framework for aided diagnosis of soft tissue sarcomas of the extremities. MR Images with histologically confirmed Liposarcoma (LPS) and Leiomyosarcomas (LMS) have been retrieved from the Cancer Imaging Archives database and pre-processed to recuperate ROIs from MR scans with delineated tumors. This study investigates the significance and impact of medical image fusion on deep feature learning based on transfer learning from the natural domain to the medical domain. Towards this end, we propose to fuse T1 with T2FS or STIR modalities using type-2 fuzzy sets in the non-subsampled shearlet domain. Being decomposed, low-frequency sub-images were selected using local energy and type-2 fuzzy entropy, while high frequencies were selected according to the maximum of the absolute value. Experimental results indicated that the proposed fusion framework outperformed the state-of-the-art fuzzy logic-based fusion techniques in terms of entropy and mutual information. Accordingly, we fine-tuned the pre-trained AlexNet deep convolutional neural network (CNN) with stochastic gradient descent (SGD). First, with the pre-processed dataset, and second with the fused images. As a result, the average classification accuracy using the augmented training data by image rotation and flipping was 97.17% with the raw data and 98.28% with the fused images, which highlighted the usefulness of complementary information for deep feature learning. One crucial concern was to investigate the depth of knowledge transferability. We incrementally fine-tuned the pre-trained CNN to assess the required level that achieves performance improvements in STS classification. Through layer-wise fine-tuning, our study further confirms the potential of middle and deep layers in performance improvement. Moreover, the transferability was concluded better than random weights. With the encouragement of classification results, our aided diagnosis framework may be in the pipeline to assist radiologists in classifying LPS and LMS. © 2018 Elsevier Ltd",Expert Systems with Applications,10.1016/j.eswa.2018.11.025,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056853631&doi=10.1016%2fj.eswa.2018.11.025&partnerID=40&md5=8255f250ec38822652bb63e678d115be,2019,2021-07-20 15:49:46,2021-07-20 15:49:46
VLGR2Z6E,journalArticle,2019,"Barua, S.; Ahmed, M.U.; Ahlström, C.; Begum, S.","Automatic driver sleepiness detection using EEG, EOG and contextual information","The many vehicle crashes that are caused by driver sleepiness each year advocates the development of automated driver sleepiness detection (ADSD) systems. This study proposes an automatic sleepiness classification scheme designed using data from 30 drivers who repeatedly drove in a high-fidelity driving simulator, both in alert and in sleep deprived conditions. Driver sleepiness classification was performed using four separate classifiers: k-nearest neighbours, support vector machines, case-based reasoning, and random forest, where physiological signals and contextual information were used as sleepiness indicators. The subjective Karolinska sleepiness scale (KSS) was used as target value. An extensive evaluation on multiclass and binary classifications was carried out using 10-fold cross-validation and leave-one-out validation. With 10-fold cross-validation, the support vector machine showed better performance than the other classifiers (79% accuracy for multiclass and 93% accuracy for binary classification). The effect of individual differences was also investigated, showing a 10% increase in accuracy when data from the individual being evaluated was included in the training dataset. Overall, the support vector machine was found to be the most stable classifier. The effect of adding contextual information to the physiological features improved the classification accuracy by 4% in multiclass classification and by and 5% in binary classification. © 2018 Elsevier Ltd",Expert Systems with Applications,10.1016/j.eswa.2018.07.054,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051410923&doi=10.1016%2fj.eswa.2018.07.054&partnerID=40&md5=f78c2b5cdfca2365cde1cf8c65e572cb,2019,2021-07-20 15:49:46,2021-07-20 15:49:46
CDKGQBNE,journalArticle,2015,"Chebel-Morello, B.; Haouchine, M.K.; Zerhouni, N.",Case-based maintenance: Structuring and incrementing the case base,"To avoid performance degradation and maintain the quality of results obtained by the case-based reasoning (CBR) systems, maintenance becomes necessary, especially for those systems designed to operate over long periods and which must handle large numbers of cases. CBR systems cannot be preserved without scanning the case base. For this reason, the latter must undergo maintenance operations. The techniques of case base's dimension optimization is the analog of instance reduction size methodology (in the machine learning community). This study links these techniques by presenting case-based maintenance in the framework of instance based reduction, and provides: first an overview of CBM studies, second, a novel method of structuring and updating the case base and finally an application of industrial case is presented. The structuring combines a categorization algorithm with a measure of competence CM based on competence and performance criteria. Since the case base must progress over time through the addition of new cases, an auto-increment algorithm is installed in order to dynamically ensure the structuring and the quality of a case base. The proposed method was evaluated through a case base from an industrial plant. In addition, an experimental study of the competence and the performance was undertaken on reference benchmarks. This study showed that the proposed method gives better results than the best methods currently found in the literature. © 2015 Elsevier B.V. All rights reserved.",Knowledge-Based Systems,10.1016/j.knosys.2015.07.034,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941599462&doi=10.1016%2fj.knosys.2015.07.034&partnerID=40&md5=9bdc7677be1fef220acfdf7342ecf576,2015,2021-07-20 15:49:46,2021-07-20 15:49:46
V7PA757C,journalArticle,2012,"Malof, J.M.; Mazurowski, M.A.; Tourassi, G.D.",The effect of class imbalance on case selection for case-based classifiers: An empirical study in the context of medical decision support,"Case selection is a useful approach for increasing the efficiency and performance of case-based classifiers. Multiple techniques have been designed to perform case selection. This paper empirically investigates how class imbalance in the available set of training cases can impact the performance of the resulting classifier as well as properties of the selected set. In this study, the experiments are performed using a dataset for the problem of detecting breast masses in screening mammograms. The classification problem was binary and we used a k-nearest neighbor classifier. The classifier's performance was evaluated using the Receiver Operating Characteristic (ROC) area under the curve (AUC) measure. The experimental results indicate that although class imbalance reduces the performance of the derived classifier and the effectiveness of selection at improving overall classifier performance, case selection can still be beneficial, regardless of the level of class imbalance. © 2011 Elsevier Ltd.",Neural Networks,10.1016/j.neunet.2011.07.002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-82355169734&doi=10.1016%2fj.neunet.2011.07.002&partnerID=40&md5=2d7347f0ae8c39d0917c90c4ddb0c64b,2012,2021-07-20 15:49:46,2021-07-20 15:49:46
RXPU8Y6G,journalArticle,2021,"Haasler, I.; Singh, R.; Zhang, Q.; Karlsson, J.; Chen, Y.",Multi-marginal optimal transport and probabilistic graphical models,"We study multi-marginal optimal transport problems from a probabilistic graphical model perspective. We point out an elegant connection between the two when the underlying cost for optimal transport allows a graph structure. In particular, an entropy regularized multi-marginal optimal transport is equivalent to a Bayesian marginal inference problem for probabilistic graphical models with the additional requirement that some of the marginal distributions are specified. This relation on the one hand extends the optimal transport as well as the probabilistic graphical model theories, and on the other hand leads to fast algorithms for multi-marginal optimal transport by leveraging the well-developed algorithms in Bayesian inference. Several numerical examples are provided to highlight the results. IEEE",IEEE Transactions on Information Theory,10.1109/TIT.2021.3077465,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105605651&doi=10.1109%2fTIT.2021.3077465&partnerID=40&md5=f8f69e219e1defa36dc65f3d2f367743,2021,2021-07-20 15:49:46,2021-07-20 15:49:46
HXGDZZV5,journalArticle,2019,"Ghanem, R.G.; Soize, C.; Safta, C.; Huan, X.; Lacaze, G.; Oefelein, J.C.; Najm, H.N.",Design optimization of a scramjet under uncertainty using probabilistic learning on manifolds,"We demonstrate, on a scramjet combustion problem, a constrained probabilistic learning approach that augments physics-based datasets with realizations that adhere to underlying constraints and scatter. The constraints are captured and delineated through diffusion maps, while the scatter is captured and sampled through a projected stochastic differential equation. The objective function and constraints of the optimization problem are then efficiently framed as non-parametric conditional expectations. Different spatial resolutions of a large-eddy simulation filter are used to explore the robustness of the model to the training dataset and to gain insight into the significance of spatial resolution on optimal design. © 2019 Elsevier Inc.",Journal of Computational Physics,10.1016/j.jcp.2019.108930,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072205741&doi=10.1016%2fj.jcp.2019.108930&partnerID=40&md5=7d57d52ce0f40034f4f444fbe59432d4,2019,2021-07-20 15:49:46,2021-07-20 15:49:46
SUR85VZL,journalArticle,2019,"Melucci, M.",An Efficient Algorithm to Compute a Quantum Probability Space,"Learning algorithms based on probability organize the observed data in subsets corresponding to binary variables. In this paper, we address the problem of estimating one probability space given a set of observed data about nn variables or properties. One problem with estimating one single probability space is the exponential number of events. Approximation is one approach to addressing the problem of the exponential order of the number of events. Alternatively to approximation, we change paradigm - from classical, set-based probability spaces based on sets to quantum probability spaces based on vector subspaces. By changing paradigm, we leverage quantum probability and present an efficient algorithm to calculate a Quantum Probability Space (QPS) in only O(n4)O(n4) steps. © 2018 IEEE.",IEEE Transactions on Knowledge and Data Engineering,10.1109/TKDE.2018.2863709,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051396367&doi=10.1109%2fTKDE.2018.2863709&partnerID=40&md5=0b519563bbda858454ee068e8bfc86af,2019,2021-07-20 15:49:47,2021-07-20 15:49:47
VGNQGC76,journalArticle,2018,"Pan, I.; Bester, D.",Fuzzy Bayesian Learning,"In this paper, we propose a novel approach for learning from data using rule-based fuzzy inference systems where the model parameters are estimated using Bayesian inference and Markov Chain Monte Carlo techniques. We show the applicability of the method for regression and classification tasks using synthetic datasets and also a real world example in the financial services industry. Then, we demonstrate how the method can be extended for knowledge extraction to select the individual rules in a Bayesian way which best explains the given data. Finally, we discuss the advantages and pitfalls of using this method over state-of-the-art techniques and highlight the specific class of problems where this would be useful. © 1993-2012 IEEE.",IEEE Transactions on Fuzzy Systems,10.1109/TFUZZ.2017.2746064,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028732547&doi=10.1109%2fTFUZZ.2017.2746064&partnerID=40&md5=5c642f83291f4b720e32b1490e065a7b,2018,2021-07-20 15:49:47,2021-07-20 15:49:47
PPC7X7Q3,journalArticle,2016,"Liu, Y.; Li, C.; Huang, T.; Wang, X.",Robust adaptive lag synchronization of uncertain fuzzy memristive neural networks with time-varying delays,"This paper investigates the problem of robust adaptive lag synchronization of uncertain fuzzy memristive neural networks with time-varying delays. The memristive neural networks combining fuzzy model with uncertain parameters are described at length. Based on the Lyapunov functional method and novel update laws for parameter uncertainties and controller gain, some sufficient conditions which guarantee the slave systems robust adaptive lag synchronized with the master systems are obtained. Finally, two simulated examples are presented to show the effectiveness and applications of the obtained results. © 2016 Elsevier B.V.",Neurocomputing,10.1016/j.neucom.2016.01.018,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962044996&doi=10.1016%2fj.neucom.2016.01.018&partnerID=40&md5=4e886646133a972b838f80f4031eae10,2016,2021-07-20 15:49:47,2021-07-20 15:49:47
WENU9MQH,journalArticle,2021,"Zhao, H.; Liu, Z.; Yao, X.; Yang, Q.",A machine learning-based sentiment analysis of online product reviews with a novel term weighting and feature selection approach,"Recently, online shopping has turned into a mainstream means for users to purchase as well as consume with the upsurge development of Internet technology. User satisfaction can be improved effectively by doing Sentiment Analysis (SA) of a large quantity of user reviews on e-commerce platforms. It is still challenging to envisage the accurate sentiment polarities of the user reviews because of the changes in sequence length, textual order, along with complicated logic. This paper proposes a new optimized Machine Learning (ML) algorithm called the Local Search Improvised Bat Algorithm based Elman Neural Network (LSIBA-ENN) for the SA of online product reviews. The proposed work of SA encompasses ‘4’ major steps: i) Data Collection (DC), ii) preprocessing, iii) Features Extraction (FE) or Term Weighting (TW), Feature Selection (FS), and polarity or Sentiment Classifications (SC). Initially, the Web Scrapping Tool (WST) is utilized to extract the customer reviews of the products for which the data is gathered as of the E-commerce websites. Next, preprocessing is carried out on the web scrap extracted data. Those preprocessed data go through TW and FS for additional processing by means of Log Term Frequency-based Modified Inverse Class Frequency (LTF-MICF) and Hybrid Mutation based Earth Warm Algorithm (HMEWA). Lastly, the HM-EWA data is rendered to the LSIBA-ENN, which classifies the customer reviews’ sentiment as positive, negative, and neutral. For the performance analysis of the proposed and prevailing classifiers, ‘2’ yardstick datasets are taken. The outcomes exhibit that the LSIBA-ENN attains the best performance in SC when weighted against the existing top-notch algorithms. The observations of the reviewer are exact. The prevailing ENN proffers recall of 87.79 when utilizing the proposed LTF-MICF scheme, whereas ENN only achieve 83.55, 84.03, 85.48, and 86.04 of recall whilst utilizing W2V, TF, TF-IDF, and TF-DFS schemes respectively. © 2021 Elsevier Ltd",Information Processing and Management,10.1016/j.ipm.2021.102656,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107911902&doi=10.1016%2fj.ipm.2021.102656&partnerID=40&md5=de3d8f340a6b44918422d9f2c8b2716e,2021,2021-07-20 15:49:47,2021-07-20 15:49:47
EMEZ44K2,journalArticle,2020,"Khalid, F.; Hasan, S.R.; Zia, S.; Hasan, O.; Awwad, F.; Shafique, M.",MacLeR: Machine Learning-Based Runtime Hardware Trojan Detection in Resource-Constrained IoT Edge Devices,"Traditional learning-based approaches for runtime hardware Trojan (HT) detection require complex and expensive on-chip data acquisition frameworks, and thus incur high area and power overhead. To address these challenges, we propose to leverage the power correlation between the executing instructions of a microprocessor to establish a machine learning (ML)-based runtime HT detection framework, called MacLeR. To reduce the overhead of data acquisition, we propose a single power-port current acquisition block using current sensors in time-division multiplexing, which increases accuracy while incurring reduced area overhead. We have implemented a practical solution by analyzing multiple HT benchmarks inserted in the RTL of a system-on-chip (SoC) consisting of four LEON3 processors integrated with other IPs, such as vga_lcd, RSA, AES, Ethernet, and memory controllers. Our experimental results show that compared to state-of-the-art HT detection techniques, MacLeR achieves 10% better HT detection accuracy (i.e., 96.256%) while incurring a $7\times $ reduction in area and power overhead (i.e., 0.025% of the area of the SoC and < 0.07% of the power of the SoC). In addition, we also analyze the impact of process variation (PV) and aging on the extracted power profiles and the HT detection accuracy of MacLeR. Our analysis shows that variations in fine-grained power profiles due to the HTs are significantly higher compared to the variations in fine-grained power profiles caused by the PVs and aging effects. Moreover, our analysis demonstrates that on average, the HT detection accuracy drops in MacLeR is less than 1% and 9% when considering only PV and PV with worst case aging, respectively, which is $\approx 10\times $ less than in the case of the state-of-the-art ML-based HT detection technique. © 1982-2012 IEEE.",IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,10.1109/TCAD.2020.3012236,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096033010&doi=10.1109%2fTCAD.2020.3012236&partnerID=40&md5=82f18bc2095cbdaa4bf3ac405bb1843e,2020,2021-07-20 15:49:47,2021-07-20 15:49:47
NCLGD6EU,journalArticle,2018,"Alizadehsani, R.; Hosseini, M.J.; Khosravi, A.; Khozeimeh, F.; Roshanzamir, M.; Sarrafzadegan, N.; Nahavandi, S.",Non-invasive detection of coronary artery disease in high-risk patients based on the stenosis prediction of separate coronary arteries,"Background and objective: Cardiovascular diseases are an extremely widespread sickness and account for 17 million deaths in the world per annum. Coronary artery disease (CAD) is one of such diseases with an annual mortality rate of about 7 million. Thus, early diagnosis of CAD is of vital importance. Angiography is currently the modality of choice for the detection of CAD. However, its complications and costs have prompted researchers to seek alternative methods via machine learning algorithms. Methods: The present study proposes a novel machine learning algorithm. The proposed algorithm uses three classifiers for detection of the stenosis of three coronary arteries, i.e., left anterior descending (LAD), left circumflex (LCX) and right coronary artery (RCA) to get higher accuracy for CAD diagnosis. Results: This method was applied on the extension of Z-Alizadeh Sani dataset which contains demographic, examination, ECG, and laboratory and echo data of 500 patients. This method achieves an accuracy, sensitivity and specificity rates of 96.40%, 100% and 88.1%, respectively for the detection of CAD. To our knowledge, such high rates of accuracy and sensitivity have not been attained elsewhere before. Conclusion: This new algorithm reliably distinguishes those with normal coronary arteries from those with CAD which may obviate the need for angiography in the normal group. © 2018 Elsevier B.V.",Computer Methods and Programs in Biomedicine,10.1016/j.cmpb.2018.05.009,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047058221&doi=10.1016%2fj.cmpb.2018.05.009&partnerID=40&md5=189a19c0ec7cf1e0098be099c78bdfdd,2018,2021-07-20 15:49:47,2021-07-20 15:49:47
IBWIWRRP,journalArticle,2018,"Pahlevan, A.; Qu, X.; Zapater, M.; Atienza, D.",Integrating Heuristic and Machine-Learning Methods for Efficient Virtual Machine Allocation in Data Centers,"Modern cloud data centers (DCs) need to tackle efficiently the increasing demand for computing resources and address the energy efficiency challenge. Therefore, it is essential to develop resource provisioning policies that are aware of virtual machine (VM) characteristics, such as CPU utilization and data communication, and applicable in dynamic scenarios. Traditional approaches fall short in terms of flexibility and applicability for large-scale DC scenarios. In this paper, we propose a heuristic- and a machine learning (ML)-based VM allocation method and compare them in terms of energy, quality of service (QoS), network traffic, migrations, and scalability for various DC scenarios. Then, we present a novel hyper-heuristic algorithm that exploits the benefits of both methods by dynamically finding the best algorithm, according to a user-defined metric. For optimality assessment, we formulate an integer linear programming (ILP)-based VM allocation method to minimize energy consumption and data communication, which obtains optimal results, but is impractical at runtime. Our results demonstrate that the ML approach provides up to 24% server-to-server network traffic improvement and reduces execution time by up to 480 × compared to conventional approaches, for large-scale scenarios. On the contrary, the heuristic outperforms the ML method in terms of energy and network traffic for reduced scenarios. We also show that the heuristic and ML approaches have up to 6% energy consumption overhead compared to ILP-based optimal solution. Our hyper-heuristic integrates the strengths of both the heuristic and the ML methods by selecting the best one during runtime. © 1982-2012 IEEE.",IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,10.1109/TCAD.2017.2760517,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031774157&doi=10.1109%2fTCAD.2017.2760517&partnerID=40&md5=ed06c75529660919029ceb200d260493,2018,2021-07-20 15:49:47,2021-07-20 15:49:47
AQD3DH8Z,journalArticle,2020,"George, S.; Santra, A.K.",Fuzzy Inspired Deep Belief Network for the Traffic Flow Prediction in Intelligent Transportation System Using Flow Strength Indicators,"Intelligent transportation system (ITS) is an advance leading edge technology that aims to deliver innovative services to different modes of transport and traffic management. Traffic flow prediction (TFP) is one of the key macroscopic parameters of traffic that supports traffic management in ITS. Growth of the real-time data in transportation from various modern equipments, technology, and other resources has led to generate big data, posing a huge concern to deal with. Recently, deep learning (DL) techniques have demonstrated the capability to extract comprehensive features efficiently, using multiple hidden layers, from such huge raw, unstructured, and nonlinear data. Nonlinearity in traffic data is the major cause of inaccuracy in TFP. In this article, we propose a flow strength indicator-based Chronological Dolphin Echolocation-Fuzzy, a bioinspired optimization method with fuzzy logic for incremental learning of deep belief network. Technical indicators provide flow strength features as an input to the model. Hidden layers of DL architecture consequently learn more features and propagate it as an input to next layer for supervised learning. The degree of membership to the features is identified by the membership functions, followed by weight optimization using Dolphin Echolocation algorithm to fit the model for the nonlinear data. Experiments performed on two different data sets, namely Traffic-major roads and performance measurement system-San Francisco (PEMS-SF), show good results for the proposed deep architecture. The analysis of the proposed method using log mean square error and log root mean square deviation acquires a minimum value of 2.4141 and 0.61 for the Traffic-major roads database taken for the time step duration of 1 year and a minimum value of 1.6691 and 0.5208 for PEMS-SF data set for the time step interval of 5 minutes, respectively. These positive results demonstrate key importance of our traffic flow model for the transportation system. © 2020, Mary Ann Liebert, Inc., publishers.",Big Data,10.1089/big.2019.0007,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089808019&doi=10.1089%2fbig.2019.0007&partnerID=40&md5=4f2bda87b3a868a9916a1d38c8b2d7ea,2020,2021-07-20 15:49:47,2021-07-20 15:49:47
FRD963LA,journalArticle,2019,"Torrent-Fontbona, F.; Lopez, B.",Personalized adaptive CBR bolus recommender system for type 1 diabetes,"Type 1 diabetes mellitus (T1DM) is a chronic disease. Those who have it must administer themselves with insulin to control their blood glucose level. It is difficult to estimate the correct insulin dosage due to the complex glucose metabolism, which can lead to less than optimal blood glucose levels. This paper presents PepperRec, a case-based reasoning (CBR) bolus insulin recommender system capable of dealing with an unrestricted number of situations in which T1DM persons can find themselves. PepperRec considers several factors that affect glucose metabolism, such as data about the physical activity of the user, and can also cope with missing values for these factors. Based on CBR methodology, PepperRec uses new methods to adapt past recommendations to the current state of the user, and retains updated historical patient information to deal with slow and gradual changes in the patient over time (concept drift). The proposed approach is tested using the UVA/PADOVA simulator with 33 virtual subjects and compared with other methods in the literature, and with the default insulin therapy of the simulator. The achieved results demonstrate that PepperRec increases the amount of time the users are in their target glycaemic range, reduces the time spent below it, while maintaining, or even reducing, the time spent above it. © 2013 IEEE.",IEEE Journal of Biomedical and Health Informatics,10.1109/JBHI.2018.2813424,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043465949&doi=10.1109%2fJBHI.2018.2813424&partnerID=40&md5=fc5a2f6332d075487056ea3d40d13643,2019,2021-07-20 15:49:47,2021-07-20 15:49:47
ZXWBZP3U,journalArticle,2021,"Dattachaudhuri, A.; Biswas, S.K.; Chakraborty, M.; Sarkar, S.",A transparent rule-based expert system using neural network,"Classification is one of the foremost machine learning tasks in this modern era. Neural Network (NN) is one of the powerful classification techniques. NN can achieve high classification accuracy on highly imbalanced and complex datasets, but lacks in explanation of its reasoning process which limits its applicability in various domains which require transparent decision along with good accuracy. There are some techniques which extract rules from NN and make it transparent; however, attribute pruning, rule pruning and class overlap algorithms are not sufficiently effective. Therefore, this paper proposes a rule extraction algorithm, called Transparent Rule Extraction using Neural Network (TRENN) to convert NN into white box with greater emphasis on attribute pruning and rule pruning. The proposed TRENN is a pedagogical approach and an extension of one of the existing algorithms named Rule Extraction from Neural Network using Classified and Misclassified data (RxNCM). The proposed TRENN extends the RxNCM with sequential floating backward search for feature and rule selection to improve the comprehensibility of the generated rules. Besides, the proposed TRENN uses probabilistic approach for the treatment of class overlapping problem in the rule updating phase instead of reclassification used in RxNCM where the overlap may persist. Experiments are conducted with eight real datasets collected from the UCI repository. Performance of the TRENN is measured with Precision, Recall, FP-Rate, F-measure, and local and global comprehensibility. It is observed from the experimental results that TRENN performs better than Re-RX, RxNCM and RxREN. © 2021, The Author(s), under exclusive licence to Springer-Verlag GmbH, DE part of Springer Nature.",Soft Computing,10.1007/s00500-020-05547-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099871566&doi=10.1007%2fs00500-020-05547-7&partnerID=40&md5=0c6b47adaf45deb181742b9b1d4ca53f,2021,2021-07-20 15:49:47,2021-07-20 15:49:47
7K8EDLPY,journalArticle,2020,"Salawu, S.; He, Y.; Lumsden, J.",Approaches to Automated Detection of Cyberbullying: A Survey,"Research into cyberbullying detection has increased in recent years, due in part to the proliferation of cyberbullying across social media and its detrimental effect on young people. A growing body of work is emerging on automated approaches to cyberbullying detection. These approaches utilise machine learning and natural language processing techniques to identify the characteristics of a cyberbullying exchange and automatically detect cyberbullying by matching textual data to the identified traits. In this paper, we present a systematic review of published research (as identified via Scopus, ACM and IEEE Xplore bibliographic databases) on cyberbullying detection approaches. On the basis of our extensive literature review, we categorise existing approaches into 4 main classes, namely supervised learning, lexicon-based, rule-based, and mixed-initiative approaches. Supervised learning-based approaches typically use classifiers such as SVM and Naïve Bayes to develop predictive models for cyberbullying detection. Lexicon-based systems utilise word lists and use the presence of words within the lists to detect cyberbullying. Rule-based approaches match text to predefined rules to identify bullying, and mixed-initiatives approaches combine human-based reasoning with one or more of the aforementioned approaches. We found lack of labelled datasets and non-holistic consideration of cyberbullying by researchers when developing detection systems are two key challenges facing cyberbullying detection research. This paper essentially maps out the state-of-the-art in cyberbullying detection research and serves as a resource for researchers to determine where to best direct their future research efforts in this field. © 2010-2012 IEEE.",IEEE Transactions on Affective Computing,10.1109/TAFFC.2017.2761757,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031765182&doi=10.1109%2fTAFFC.2017.2761757&partnerID=40&md5=6dc63ff1c99bd06022b96705b1cbf3d1,2020,2021-07-20 15:49:47,2021-07-20 15:49:47
67WP7N8J,journalArticle,2019,"Hu, J.; Fang, J.; Du, Y.; Liu, Z.; Ji, P.",A security risk plan search assistant decision algorithm using deep neural network combined with two-stage similarity calculation,"In view of the nonlinearity and uncertainty of safety accident risk assessment, firstly, based on the deep neural network, the training criterion of the network is changed, and the triplet convolutional neural network with the similarity measure as the cost function is proposed. The inactive multi-scale set features are extracted from them, so that the semantic features obtained by learning are suitable for security risk image retrieval. In the image retrieval application, the training samples of the retrieved data set are not enough to train a large network, and the innovative application of migration learning to security risk image retrieval proposes to train the network with data sets similar to the retrieved data sets. Then based on the traditional nearest neighbor algorithm, this paper proposes a case similarity calculation method based on two-dimensional structure of structural similarity and attribute similarity, input the characteristic attribute value of the current emergency event, and conduct similar case retrieval. The final calculation returns the historical case and its solution that the user is most similar to the currently entered incident feature. The experiment proves that the maximum relative error between the output of the network and the expected output value is 5.17%, and the minimum relative error is 1.38%, which has high accuracy. © 2019, Springer-Verlag London Ltd., part of Springer Nature.",Personal and Ubiquitous Computing,10.1007/s00779-019-01236-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066334547&doi=10.1007%2fs00779-019-01236-x&partnerID=40&md5=f37233c98076399a724285ee1621a773,2019,2021-07-20 15:49:48,2021-07-20 15:49:48
WQ2MK3W6,journalArticle,2017,"Samek, W.; Binder, A.; Montavon, G.; Lapuschkin, S.; Müller, K.-R.",Evaluating the visualization of what a deep neural network has learned,"Deep neural networks (DNNs) have demonstrated impressive performance in complex machine learning tasks such as image classification or speech recognition. However, due to their multilayer nonlinear structure, they are not transparent, i.e., it is hard to grasp what makes them arrive at a particular classification or recognition decision, given a new unseen data sample. Recently, several approaches have been proposed enabling one to understand and interpret the reasoning embodied in a DNN for a single test image. These methods quantify the 'importance' of individual pixels with respect to the classification decision and allow a visualization in terms of a heatmap in pixel/input space. While the usefulness of heatmaps can be judged subjectively by a human, an objective quality measure is missing. In this paper, we present a general methodology based on region perturbation for evaluating ordered collections of pixels such as heatmaps. We compare heatmaps computed by three different methods on the SUN397, ILSVRC2012, and MIT Places data sets. Our main result is that the recently proposed layer-wise relevance propagation algorithm qualitatively and quantitatively provides a better explanation of what made a DNN arrive at a particular classification decision than the sensitivity-based approach or the deconvolution method. We provide theoretical arguments to explain this result and discuss its practical implications. Finally, we investigate the use of heatmaps for unsupervised assessment of the neural network performance. © 2016 IEEE.",IEEE Transactions on Neural Networks and Learning Systems,10.1109/TNNLS.2016.2599820,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983621562&doi=10.1109%2fTNNLS.2016.2599820&partnerID=40&md5=c3ea2cc0981d5fe2e799795cfa63315b,2017,2021-07-20 15:49:48,2021-07-20 15:49:48
