Key,Item Type,Publication Year,Author,Title,"Include (0,1)",Notes/Criteria,Input data,Abstract Note,Publication Title,DOI,Url,Date,Date Added,Date Modified,Scopus relevance order
DMGEINNX,journalArticle,2019,"Liu, N.; Shen, B.; Zhang, Z.; Zhang, Z.; Mi, K.",Attention-based Sentiment Reasoner for aspect-based sentiment analysis,1,,text,"Aspect-based sentiment analysis (ABSA) is a powerful way of predicting the sentiment polarity of text in natural language processing. However, understanding human emotions and reasoning from text like a human continues to be a challenge. In this paper, we propose a model, named Attention-based Sentiment Reasoner (AS-Reasoner), to alleviate the problem of how to capture precise sentiment expressions in ABSA for reasoning. AS-Reasoner assigns importance degrees to different words in a sentence to capture key sentiment expressions towards a specific aspect, and transfers them into a sentiment sentence representation for reasoning in the next layer. To obtain appropriate importance degree values for different words in a sentence, two attention mechanisms we designed: intra attention and global attention. Specifically, intra attention captures the sentiment similarity between any two words in a sentence to compute weights and global attention computes weights by a global perspective. Experiments on all four English and four Chinese datasets show that the proposed model achieves state-of-the-art accuracy and macro-F1 results for aspect term level sentiment analysis and obtains the best accuracy for aspect category level sentiment analysis. The experimental results also indicate that AS-Reasoner is language-independent. © 2019, The Author(s).",Human-centric Computing and Information Sciences,10.1186/s13673-019-0196-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073199829&doi=10.1186%2fs13673-019-0196-3&partnerID=40&md5=b1a041a676af7b467d0659845d3274cb,2019,7/20/21 15:49,7/20/21 15:49,821
ZD7VLT7Z,journalArticle,2017,"Bach, S.H.; Broecheler, M.; Huang, B.; Getoor, L.",Hinge-Loss Markov random fields and probabilistic soft logic,1,,,"A fundamental challenge in developing high-impact machine learning technologies is balancing the need to model rich, structured domains with the ability to scale to big data. Many important problem areas are both richly structured and large scale, from social and biological networks, to knowledge graphs and the Web, to images, video, and natural language. In this paper, we introduce two new formalisms for modeling structured data, and show that they can both capture rich structure and scale to big data. The first, hingeloss Markov random fields (HL-MRFs), is a new kind of probabilistic graphical model that generalizes different approaches to convex inference. We unite three approaches from the randomized algorithms, probabilistic graphical models, and fuzzy logic communities, showing that all three lead to the same inference objective. We then define HL-MRFs by generalizing this unified objective. The second new formalism, probabilistic soft logic (PSL), is a probabilistic programming language that makes HL-MRFs easy to define using a syntax based on first-order logic. We introduce an algorithm for inferring most-probable variable assignments (MAP inference) that is much more scalable than general-purpose convex optimization methods, because it uses message passing to take advantage of sparse dependency structures. We then show how to learn the parameters of HL-MRFs. The learned HL-MRFs are as accurate as analogous discrete models, but much more scalable. Together, these algorithms enable HL-MRFs and PSL to model rich, structured data at scales not previously possible. © 2017 Stephen H. Bach, Matthias Broecheler, Bert Huang, and Lise Getoor.",Journal of Machine Learning Research,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030465241&partnerID=40&md5=67d66dd080a7762a7424c6c7fa893df0,2017,7/20/21 15:49,7/20/21 15:49,824
64IWKYVY,journalArticle,2017,"Jiang, J.; Li, X.; Zhao, C.; Guan, Y.; Yu, Q.",Learning and inference in knowledge-based probabilistic model for medical diagnosis,1,,EHR,"Based on a weighted knowledge graph to represent first-order knowledge and combining it with a probabilistic model, we propose a methodology for creating a medical knowledge network (MKN) in medical diagnosis. When a set of evidence is activated for a specific patient, we can generate a ground medical knowledge network that is composed of evidence nodes and potential disease nodes. By incorporating a Boltzmann machine into the potential function of a Markov network, we investigated the joint probability distribution of the MKN. To consider numerical evidence, a multivariate inference model is presented that uses conditional probability. In addition, the weights for the knowledge graph are efficiently learned from manually annotated Chinese Electronic Medical Records (CEMRs) and Blood Examination Records (BERs). In our experiments, we found numerically that an improved expression of evidence variables is necessary for medical diagnosis. Our experimental results comparing a Markov logic network and six kinds of classic machine learning algorithms on the actual CEMR database and BER database indicate that our method holds promise and that MKN can facilitate studies of intelligent diagnosis. © 2017 Elsevier B.V.",Knowledge-Based Systems,10.1016/j.knosys.2017.09.030,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033491118&doi=10.1016%2fj.knosys.2017.09.030&partnerID=40&md5=2779a352ea62c5ce9f70baee6dfd57c4,2017,7/20/21 15:49,7/20/21 15:49,826
YMP2X9RF,journalArticle,2016,"Melo, H.; Watada, J.",Gaussian-PSO with fuzzy reasoning based on structural learning for training a Neural Network,1,,,"This paper proposes Gaussian-PSO-based structural learning and fuzzy reasoning to optimize the weights and the structure of the Feed Forward Neural Network. The Neural Network is widely used for various applications; though it still has disadvantages such as learning capability and slow convergence. Back Propagation, the most used learning algorithm, has several difficulties such as the necessity for a priori specification of the network structure and sensibility to parameter settings. Recently, research studies have introduced evolutionary algorithms into the learning to improve its performance. The PSO is a population-based algorithm that has the advantage of faster convergence. However, the total number of the weights in the Neural Network determines the size of each particle, therefore the size of the network structure is computationally time consuming. The proposed method improves the learning and removes the stress by eliminating the necessity of determining a detailed network. © 2015 Elsevier B.V.",Neurocomputing,10.1016/j.neucom.2015.03.104,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947195900&doi=10.1016%2fj.neucom.2015.03.104&partnerID=40&md5=b3ddd10564886a80d91f7ae502893244,2016,7/20/21 15:49,7/20/21 15:49,837
F9P7AAGU,journalArticle,2013,"Gweon, G.; Jain, M.; McDonough, J.; Raj, B.; Rosé, C.P.",Measuring prevalence of other-oriented transactive contributions using an automated measure of speech style accommodation,1,,text,"This paper contributes to a theory-grounded methodological foundation for automatic collaborative learning process analysis. It does this by illustrating how insights from the social psychology and sociolinguistics of speech style provide a theoretical framework to inform the design of a computational model. The purpose of that model is to detect prevalence of an important group knowledge integration process in raw speech data. Specifically, this paper focuses on assessment of transactivity in dyadic discussions, where a transactive contribution is operationalized as one where reasoning is made explicit, and where that reasoning builds on a prior reasoning statement within the discussion. Transactive contributions can be either self-oriented, where the contribution builds on the speaker's own prior contribution, or other-oriented, where the contribution builds on a prior contribution of a conversational partner. Other-oriented transacts are particularly central to group knowledge integration processes. An unsupervised Dynamic Bayesian Network model motivated by concepts from Speech Accommodation Theory is presented and then evaluated on the task of estimating prevalence of other-oriented transacts in dyadic discussions. The evaluation demonstrates a significant positive correlation between an automatic measure of speech style accommodation and prevalence of other-oriented transacts (R=.36,p<.05). © 2013 International Society of the Learning Sciences, Inc. and Springer Science+Business Media New York.",International Journal of Computer-Supported Collaborative Learning,10.1007/s11412-013-9172-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878111202&doi=10.1007%2fs11412-013-9172-5&partnerID=40&md5=d1eeff681cee235d62290ec32eaae2c6,2013,7/20/21 15:49,7/20/21 15:49,838
3NK9NFCA,journalArticle,2021,"Paredes, J.N.; Simari, G.I.; Martinez, M.V.; Falappa, M.A.",Detecting malicious behavior in social platforms via hybrid knowledge- and data-driven systems,1,,text,"Among the wide variety of malicious behavior commonly observed in modern social platforms, one of the most notorious is the diffusion of fake news, given its potential to influence the opinions of millions of people who can be voters, consumers, or simply citizens going about their daily lives. In this paper, we implement and carry out an empirical evaluation of a version of the recently-proposed NETDER architecture for hybrid AI decision-support systems with the capability of leveraging the availability of machine learning modules, logical reasoning about unknown objects, and forecasts based on diffusion processes. NETDER is a general architecture for reasoning about different kinds of malicious behavior such as dissemination of fake news, hate speech, and malware, detection of botnet operations, prevention of cyber attacks including those targeting software products or blockchain transactions, among others. Here, we focus on the case of fake news dissemination on social platforms by three different kinds of users: non-malicious, malicious, and botnet members. In particular, we focus on three tasks: (i) determining who is responsible for posting a fake news article, (ii) detecting malicious users, and (iii) detecting which users belong to a botnet designed to disseminate fake news. Given the difficulty of obtaining adequate data with ground truth, we also develop a testbed that combines real-world fake news datasets with synthetically generated networks of users and fully-detailed traces of their behavior throughout a series of time points. We designed our testbed to be customizable for different problem sizes and settings, and make its code publicly available to be used in similar evaluation efforts. Finally, we report on the results of a thorough experimental evaluation of three variants of our model and six environmental settings over the three tasks. Our results clearly show the effects that the quality of knowledge engineering tasks, the quality of the underlying machine learning classifier used to detect fake news, and the specific environmental conditions have on smart policing efforts in social platforms. © 2021",Future Generation Computer Systems,10.1016/j.future.2021.06.033,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109435960&doi=10.1016%2fj.future.2021.06.033&partnerID=40&md5=a34f603a9fd4e7b466e9a757c0a86e14,2021,7/20/21 15:49,7/20/21 15:49,840
AKF9GTCC,journalArticle,2021,"Mittal, V.; Gangodkar, D.; Pant, B.",Deep Graph-Long Short-Term Memory: A Deep Learning Based Approach for Text Classification,1,,text,"Multi-label text classification is a challenging task in many real applications. Mostly, in all the traditional techniques, word2vec is used to show the sequential information among text. However, use of word2vec ignores logic and context relationship among text, and we treat each label as an individual unit. Therefore, the existing techniques failed to reflect the real scenarios and to gain the semantic information regarding the relationship among texts. In this paper, we propose a model Deep Graph-Long Short-Term Memory (DG-LSTM) for multi-label text classification. In the proposed model, we store the documents using the graph database. Initially, the documents are pre-processed using standard dictionaries, and afterwards it generates the classified dictionaries. These classified dictionaries are used to generate the subgraphs. The model maintains a lookup table to reduce the search space for the new documents. For classification, the model uses the deep learning technique DG-LSTM. DG-LSTM is using Deep Graph_Rectified Linear Unit activation function to avoid blow-up and dying neuron problem of Rectified Linear Unit activation function. We verify the proposed model on the legal case of Indian judiciary. The results show that the proposed model has achieved 99% accuracy to classify the fresh case into its corresponding category. © 2021, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.",Wireless Personal Communications,10.1007/s11277-021-08331-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102699252&doi=10.1007%2fs11277-021-08331-4&partnerID=40&md5=a13427f15564e7ab393da239346bc278,2021,7/20/21 15:49,7/20/21 15:49,847
TIRWL4WH,journalArticle,2020,"Antony Rosewelt, L.; Arokia Renjit, J.",A content recommendation system for effective e-learning using embedded feature selection and fuzzy DT based CNN,1,,text,"This paper proposes a new content recommendation system which combines the newly proposed embedded feature selection method and the new Fuzzy Temporal Logic based Decision Tree incorporated Convolutional Neural Network classifier. The newly proposed embedded feature selection called Fuzzy Decision Tree and Weighted Gini-Index based Feature Selection Algorithm (FDTWGI-FSA) that contains the existing incorporated the Fuzzy Decision Tree (FDT) and the Weighted Gini-index based Feature Selection Algorithm (WGIFSA) for getting optimized feature subset. Moreover, an enhanced CNN and Fuzzy Temporal Decision Tree for performing the deep learning process which is able to identify the exact e-content from the huge volume of data with the help of the recommended features by the proposed embedded feature selection method. The exact e-content can be identified after performing the five-layer network structure for extracting the relevant features and it also can be classified by applying the Fuzzy Temporal Decision Tree for the e-learners. Finally, the proposed content recommendation system provides exact content to the e-learners according to their level of understanding and it also satisfies them by providing the exact high level contents. The experiments have been conducted for evaluating the proposed content recommendation system and compared with the existing classifier including the standard CNN. © 2020-IOS Press and the authors. All rights reserved.",Journal of Intelligent and Fuzzy Systems,10.3233/JIFS-191721,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088878886&doi=10.3233%2fJIFS-191721&partnerID=40&md5=d6e95b23bc57c38aafbc7ecf3cc736ec,2020,7/20/21 15:49,7/20/21 15:49,851
JCDQ6NSI,journalArticle,2021,"Confalonieri, R.; Weyde, T.; Besold, T.R.; Moscoso del Prado Martín, F.",Using ontologies to enhance human understandability of global post-hoc explanations of black-box models,1,,XAI,"The interest in explainable artificial intelligence has grown strongly in recent years because of the need to convey safety and trust in the ‘how’ and ‘why’ of automated decision-making to users. While a plethora of approaches has been developed, only a few focus on how to use domain knowledge and how this influences the understanding of explanations by users. In this paper, we show that by using ontologies we can improve the human understandability of global post-hoc explanations, presented in the form of decision trees. In particular, we introduce TREPAN Reloaded, which builds on TREPAN, an algorithm that extracts surrogate decision trees from black-box models. TREPAN Reloaded includes ontologies, that model domain knowledge, in the process of extracting explanations to improve their understandability. We tested the understandability of the extracted explanations by humans in a user study with four different tasks. We evaluate the results in terms of response times and correctness, subjective ease of understanding and confidence, and similarity of free text responses. The results show that decision trees generated with TREPAN Reloaded, taking into account domain knowledge, are significantly more understandable throughout than those generated by standard TREPAN. The enhanced understandability of post-hoc explanations is achieved with little compromise on the accuracy with which the surrogate decision trees replicate the behaviour of the original neural network models. © 2021 The Author(s)",Artificial Intelligence,10.1016/j.artint.2021.103471,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101138224&doi=10.1016%2fj.artint.2021.103471&partnerID=40&md5=bbcfd5ff1a22f14273d51db4dfb39fdf,2021,7/20/21 15:49,7/20/21 15:49,853
7I4CIKII,journalArticle,2017,"Carmantini, G.S.; beim Graben, P.; Desroches, M.; Rodrigues, S.",A modular architecture for transparent computation in recurrent neural networks,1,,text,"Computation is classically studied in terms of automata, formal languages and algorithms; yet, the relation between neural dynamics and symbolic representations and operations is still unclear in traditional eliminative connectionism. Therefore, we suggest a unique perspective on this central issue, to which we would like to refer as transparent connectionism, by proposing accounts of how symbolic computation can be implemented in neural substrates. In this study we first introduce a new model of dynamics on a symbolic space, the versatile shift, showing that it supports the real-time simulation of a range of automata. We then show that the Gödelization of versatile shifts defines nonlinear dynamical automata, dynamical systems evolving on a vectorial space. Finally, we present a mapping between nonlinear dynamical automata and recurrent artificial neural networks. The mapping defines an architecture characterized by its granular modularity, where data, symbolic operations and their control are not only distinguishable in activation space, but also spatially localizable in the network itself, while maintaining a distributed encoding of symbolic representations. The resulting networks simulate automata in real-time and are programmed directly, in the absence of network training. To discuss the unique characteristics of the architecture and their consequences, we present two examples: (i) the design of a Central Pattern Generator from a finite-state locomotive controller, and (ii) the creation of a network simulating a system of interactive automata that supports the parsing of garden-path sentences as investigated in psycholinguistics experiments. © 2016 Elsevier Ltd",Neural Networks,10.1016/j.neunet.2016.09.001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994319086&doi=10.1016%2fj.neunet.2016.09.001&partnerID=40&md5=748c2c3637c624ca09c0929de9c95e1d,2017,7/20/21 15:49,7/20/21 15:49,854
M934ED4J,journalArticle,2020,"Leelavathy, S.; Nithya, M.",Public opinion mining using natural language processing technique for improvisation towards smart city,1,,covid,"In this digital world integrating smart city concepts, there is a tremendous scope and need for e-governance applications. Now people analyze the opinion of others before purchasing any product, hotel booking, stepping onto restaurants etc. and the respective user share their experience as a feedback towards the service. But there is no e-governance platform to obtain public opinion grievances towards covid19, government new laws, policies etc. With the growing availability and emergence of opinion rich information’s, new opportunities and challenges might arise in developing a technology for mining the huge set of public messages, opinions and alert the respective departments to take necessary actions and also nearby ambulances if its related to covid-19. To overcome this pandemic situation a natural language processing based efficient e-governance platform is demandful to detect the corona positive patients and provide transparency on the covid count and also alert the respective health ministry and nearby ambulance based on the user voice inputs. To convert the public voice messages into text, we used Hidden Markov Models (HMMs). To identify respective government department responsible for the respective user voice input, we perform pre-processing, part of speech, unigram, bigram, trigram analysis and fuzzy logic (machine learning technique). After identifying the responsible department, we perform 2 methods, (1) Automatic alert e-mail and message to the government departmental officials and nearby ambulance or covid camp if the user input is related to covis19. (2) Ticketing system for public and government officials monitoring. For experimental results, we used Java based web and mobile application to execute the proposed methodology. Integration of HMM, Fuzzy logic provides promising results. © 2020, Springer Science+Business Media, LLC, part of Springer Nature.",International Journal of Speech Technology,10.1007/s10772-020-09766-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096022565&doi=10.1007%2fs10772-020-09766-z&partnerID=40&md5=451d9cb8aae0a99d5e178d6f623b035f,2020,7/20/21 15:49,7/20/21 15:49,856
PE6WNP93,journalArticle,2020,"Muñoz, L.; Trujillo, L.; Silva, S.",Transfer learning in constructive induction with Genetic Programming,1,,UNK,"Transfer learning (TL) is the process by which some aspects of a machine learning model generated on a source task is transferred to a target task, to simplify the learning required to solve the target. TL in Genetic Programming (GP) has not received much attention, since it is normally assumed that an evolved symbolic expression is specifically tailored to a problem’s data and thus cannot be used in other problems. The goal of this work is to present a broad and diverse study of TL in GP, considering a varied set of source and target tasks, and dealing with questions that have received little, or no attention, in previous GP literature. In particular, this work studies the performance of transferred solutions when the source and target tasks are from different domains, and when they do not share a similar input feature space. Additionally, the relationship between the success and failure of transferred solutions is studied, considering different source and target tasks. Finally, the predictability of TL performance is analyzed for the first time in GP literature. GP-based constructive induction of features is used to carry out the study, a wrapper-based approach where GP is used to construct feature transformations and an additional learning algorithm is used to fit the final model. The experimental work presents several notable results and contributions. First, TL is capable of generating solutions that outperform, in many cases, baseline methods in classification and regression tasks. Second, it is shown that some problems are good source problems while others are good targets in a TL system. Third, the transferability of solutions is not necessarily symmetric between two problems. Finally, results show that it is possible to predict the success of TL in some cases, particularly in classification tasks. © 2019, Springer Science+Business Media, LLC, part of Springer Nature.",Genetic Programming and Evolvable Machines,10.1007/s10710-019-09368-y,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074947704&doi=10.1007%2fs10710-019-09368-y&partnerID=40&md5=cd8c2b91b8438e2f1a557eed6f25c8b5,2020,7/20/21 15:49,7/20/21 15:49,858
HSBR4X9E,journalArticle,2021,"Šourek, G.; Železný, F.; Kuželka, O.",Beyond graph neural networks with lifted relational neural networks,1,,UNK,"We introduce a declarative differentiable programming framework, based on the language of Lifted Relational Neural Networks, where small parameterized logic programs are used to encode deep relational learning scenarios through the underlying symmetries. When presented with relational data, such as various forms of graphs, the logic program interpreter dynamically unfolds differentiable computation graphs to be used for the program parameter optimization by standard means. Following from the declarative, relational logic-based encoding, this results into a unified representation of a wide range of neural models in the form of compact and elegant learning programs, in contrast to the existing procedural approaches operating directly on the computational graph level. We illustrate how this idea can be used for a concise encoding of existing advanced neural architectures, with the main focus on Graph Neural Networks (GNNs). Importantly, using the framework, we also show how the contemporary GNN models can be easily extended towards higher expressiveness in various ways. In the experiments, we demonstrate correctness and computation efficiency through comparison against specialized GNN frameworks, while shedding some light on the learning performance of the existing GNN models. © 2021, The Author(s), under exclusive licence to Springer Science+Business Media LLC, part of Springer Nature.",Machine Learning,10.1007/s10994-021-06017-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107933318&doi=10.1007%2fs10994-021-06017-3&partnerID=40&md5=b2968eb7449989b12c78a1b0ef9fbb03,2021,7/20/21 15:49,7/20/21 15:49,873
XHDRS8R3,journalArticle,2020,"Dashtipour, K.; Gogate, M.; Li, J.; Jiang, F.; Kong, B.; Hussain, A.",A hybrid Persian sentiment analysis framework: Integrating dependency grammar based rules and deep neural networks,1,,text,"Social media hold valuable, vast and unstructured information on public opinion that can be utilized to improve products and services. The automatic analysis of such data, however, requires a deep understanding of natural language. Current sentiment analysis approaches are mainly based on word co-occurrence frequencies, which are inadequate in most practical cases. In this work, we propose a novel hybrid framework for concept-level sentiment analysis in Persian language, that integrates linguistic rules and deep learning to optimize polarity detection. When a pattern is triggered, the framework allows sentiments to flow from words to concepts based on symbolic dependency relations. When no pattern is triggered, the framework switches to its subsymbolic counterpart and leverages deep neural networks (DNN) to perform the classification. The proposed framework outperforms state-of-the-art approaches (including support vector machine, and logistic regression) and DNN classifiers (long short-term memory, and Convolutional Neural Networks) with a margin of 10–15% and 3–4% respectively, using benchmark Persian product and hotel reviews corpora. © 2019",Neurocomputing,10.1016/j.neucom.2019.10.009,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075436840&doi=10.1016%2fj.neucom.2019.10.009&partnerID=40&md5=ed6a3b3b822b73e53f969d9f34d7a645,2020,7/20/21 15:49,7/20/21 15:49,877
XEE25WKH,journalArticle,2014,"Román, P.E.; Velásquez, J.D.",A neurology-inspired model of web usage,1,,UNK,"The problem of predicting human behavior has been a great challenge for several disciplines including computer science. In particular, web user browsing behavior has been studied from the machine learning point of view, a field that has been coined web usage mining (WUM). However, current WUM techniques can be negatively impacted by changes in web site structure and content (e.g. Web 2.0). The key reason behind this issue may be that machine learning algorithms learn the observed behavior according to a particular training set, but do not model the user behavior under different conditions. We propose a simulation model that mimics human interaction with the web by recovering observed navigational steps. This web usage model is inspired by a neurophysiology's stochastic description of decision making and by the information utility of web page content. The proposed model corresponds to a high-dimensional stochastic process based on the leaky competing accumulator (LCA) neural model. We solve high-dimensional issues by considering a mesh-less symbolic interpolation. As a proof-of-concept we test the web user simulation system on an academic web site by recovering most of the observed behavior (73%). Therefore, our approach operationally describes web users that seem to react as observed users confronted by changes in the web site interface. © 2013 Elsevier B.V.",Neurocomputing,10.1016/j.neucom.2013.10.012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894088597&doi=10.1016%2fj.neucom.2013.10.012&partnerID=40&md5=0f53d764131cd641e0fcf9f9ef069acd,2014,7/20/21 15:49,7/20/21 15:49,901
67L5K36W,journalArticle,2018,"Zhu, Q.; Wu, Y.; Li, Y.; Han, J.; Zhou, X.",Text mining based theme logic structure identification: application in library journals,1,,text,"Purpose: Library intelligence institutions, which are a kind of traditional knowledge management organization, are at the frontline of the big data revolution, in which the use of unstructured data has become a modern knowledge management resource. The paper aims to discuss this issue. Design/methodology/approach: This research combined theme logic structure (TLS), artificial neural network (ANN), and ensemble empirical mode decomposition (EEMD) to transform unstructured data into a signal-wave to examine the research characteristics. Findings: Research characteristics have a vital effect on knowledge management activities and management behavior through concentration and relaxation, and ultimately form a quasi-periodic evolution. Knowledge management should actively control the evolution of the research characteristics because the natural development of six to nine years was found to be difficult to plot. Originality/value: Periodic evaluation using TLS-ANN-EEMD gives insights into journal evolution and allows journal managers and contributors to follow the intrinsic mode functions and predict the journal research characteristics tendencies. © 2018, Qing Zhu, Yiqiong Wu, Yuze Li, Jing Han and Xiaoyang Zhou.",Library Hi Tech,10.1108/LHT-10-2017-0211,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044566896&doi=10.1108%2fLHT-10-2017-0211&partnerID=40&md5=9da2bc405318a871b9837f75914e87f4,2018,7/20/21 15:49,7/20/21 15:49,905
4ZLMDYNN,journalArticle,2021,"Shalyminov, I.; Sordoni, A.; Atkinson, A.; Schulz, H.",GRTr: Generative-Retrieval Transformers for Data-Efficient Dialogue Domain Adaptation,1,,UNK,"Domain adaptation has recently become a key problem in dialogue systems research. Deep learning, while being the preferred technique for modeling such systems, works best given massive training data. However, in real-world scenarios, such resources are rarely available for new domains, and the ability to train with a few dialogue examples can be considered essential. Pre-training on large data sources and adapting to the target data has become the standard method for few-shot problems within the deep learning framework. In this paper, we present GRTr, a hybrid generative-retrieval model based on the large-scale general-purpose language model GPT-2 fine-tuned to the multi-domain MetaLWOz dataset. In addition to robust and diverse response generation provided by the GPT-2, our model is able to estimate generation confidence, and is equipped with retrieval logic as a fallback for the cases when the estimate is low. GRTr is the winning entry at the fast domain adaptation task of DSTC-8 in human evaluation (&gt;4% improvement over the 2nd place system). It also attains superior performance to a series of baselines on automated metrics on MetaLWOz and MultiWoz, a multi-domain dataset of goal-oriented dialogues. In this paper, we also conduct a study of GRTr's performance in the setup of limited adaptation data, evaluating the model's overall response prediction performance on MetaLWOz and goal-oriented performance on MultiWoz. IEEE",IEEE/ACM Transactions on Audio Speech and Language Processing,10.1109/TASLP.2021.3074779,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104642179&doi=10.1109%2fTASLP.2021.3074779&partnerID=40&md5=9f53f5bcd7645da6dae9dce68c2de6be,2021,7/20/21 15:49,7/20/21 15:49,910
PHLLBDJ6,journalArticle,2015,"Cambria, E.; Gastaldo, P.; Bisio, F.; Zunino, R.",An ELM-based model for affective analogical reasoning,1,,text,"Between the dawn of the Internet through year 2003, there were just a few dozens exabytes of information on the Web. Today, that much information is created weekly. The opportunity to capture the opinions of the general public about social events, political movements, company strategies, marketing campaigns, and product preferences has raised increasing interest both in the scientific community, for the exciting open challenges, and in the business world, for the remarkable fallouts in marketing and financial prediction. Keeping up with the ever-growing amount of unstructured information on the Web, however, is a formidable task and requires fast and efficient models for opinion mining. In this paper, we explore how the high generalization performance, low computational complexity, and fast learning speed of extreme learning machines can be exploited to perform analogical reasoning in a vector space model of affective common-sense knowledge. In particular, by enabling a fast reconfiguration of such a vector space, extreme learning machines allow the polarity associated with natural language concepts to be calculated in a more dynamic and accurate way and, hence, perform better concept-level sentiment analysis. © 2014 Elsevier B.V.",Neurocomputing,10.1016/j.neucom.2014.01.064,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969228568&doi=10.1016%2fj.neucom.2014.01.064&partnerID=40&md5=98817fd95ea15415776848a46a1d30b3,2015,7/20/21 15:49,7/20/21 15:49,913
B9IDA3AQ,journalArticle,2020,"Pazienza, A.; Grossi, D.; Grasso, F.; Palmieri, R.; Zito, M.; Ferilli, S.",An abstract argumentation approach for the prediction of analysts' recommendations following earnings conference calls,1,,text,"Financial analysts constitute an important element of financial decision-making in stock exchanges throughout the world. By leveraging on argumentative reasoning, we develop a method to predict financial analysts' recommendations in earnings conference calls (ECCs), an important type of financial communication. We elaborate an analysis to select those reliable arguments in the Questions Answers (QA) part of ECCs that analysts evaluate to estimate their recommendation. The observation date of stock recommendation update may variate during the next quarter: it can be either the day after the ECC or it can take weeks. Our objective is to anticipate analysts' recommendations by predicting their judgment with the help of abstract argumentation. In this paper, we devise our approach to the analysis of ECCs, by designing a general processing framework which combines natural language processing along with abstract argumentation evaluation techniques to produce a final scoring function, representing the analysts' prediction about the company's trend. Then, we evaluate the performance of our approach by specifying a strategy to predict analysts recommendations starting from the evaluation of the argumentation graph properly instantiated from an ECC transcript. We also provide the experimental setting in which we perform the predictions of recommendations as a machine learning classification task. The method is shown to outperform approaches based only on sentiment analysis. © 2019-IOS Press and the authors. All rights reserved.",Intelligenza Artificiale,10.3233/IA-190026,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078915179&doi=10.3233%2fIA-190026&partnerID=40&md5=490d26156f4e3c618e5ac0fbe3b3f566,2020,7/20/21 15:49,7/20/21 15:49,943
T87KI7TJ,journalArticle,2018,"Gou, Z.; Han, L.; Sun, L.; Zhu, J.; Yan, H.",Constructing Dynamic Topic Models Based on Variational Autoencoder and Factor Graph,1,,text,"Topic models are widely used in various fields of machine learning and statistics. Among them, the dynamic topic model (DTM) is the most popular time-series topic model for the dynamic representations of text corpora. A major challenge is that the posterior distribution of DTM requires a complex reasoning process with the high cost of computing time in modeling, and even a tiny change of model requires restructuring. For these reasons, the variability and generality of DTM is so poor that DTM is difficult to be carried out. In this paper, we introduce a new method for constructing DTM based on variational autoencoder and factor graphs. This model uses re-parameterization of the variational lower bound to generate a lower bound estimator which is optimized by standard stochastic gradient descent method directly. At the same time, the optimization process is simplified by integrating the dynamic factor graph in the state space to achieve a better model. The experimental dataset uses a journal paper corpus that mainly focuses on natural language processing and spans twenty-five years (1984-2009) from DBLP. Experiment results indicate that the proposed method is effective and feasible by comparing several state-of-the-art baselines. © 2013 IEEE.",IEEE Access,10.1109/ACCESS.2018.2869838,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053353852&doi=10.1109%2fACCESS.2018.2869838&partnerID=40&md5=59dd2a048ecf2f36f43422ec72fbab6d,2018,7/20/21 15:49,7/20/21 15:49,951
