Key,Title,Abstract,include_aparna,include_kyle
U29KKX7J,Computer-assisted Parkinson's disease diagnosis using fuzzy optimum- path forest and Restricted Boltzmann Machines,"Parkinson's disease (PD) is a progressive neurodegenerative illness associated with motor skill disorders, affecting thousands of people, mainly elderly, worldwide. Since its symptoms are not clear and commonly confused with other diseases, providing early diagnosis is a challenging task for traditional methods. In this context, computer-aided assistance is an alternative method for a fast and automatic diagnosis, accelerating the treatment and alleviating an excessive effort from professionals. Moreover, the most recent studies proposing a solution to this problem lack in computational efficiency, prediction power, reliability among other factors. Therefore, this work proposes a Fuzzy Optimum Path Forest for automated PD identification, which is based on fuzzy logic and graph-based framework theory. Experiments consider a dataset composed of features extracted from hand-drawn images using Restricted Boltzmann Machines, and results are compared with baseline models such as Support Vector Machines, KNN, and the standard OPF classifier. Results show that the proposed model outperforms the baselines in most cases, suggesting the Fuzzy OPF as a viable alternative to deal with PD detection problems. © 2021 Elsevier Ltd",0,0
9PJ63IMU,Exploring Edge Computing for Multitier Industrial Control,"Industrial automation traditionally relies on local controllers implemented on microcontrollers or programmable logic controllers. With the emergence of edge computing, however, industrial automation evolves into a distributed two-tier computing architecture comprising local controllers and edge servers that communicate over wireless networks. Compared to local controllers, edge servers provide larger computing capacity at the cost of data loss over wireless networks. This article presents switching multitier control (SMC) to exploit edge computing for industrial control. SMC dynamically optimizes control performance by switching between local and edge controllers in response to changing network conditions. SMC employs a data-driven approach to derive switching policies based on classification models trained based on simulations while guaranteeing system stability based on an extended Simplex approach tailored for two-tier platforms. To evaluate the performance of industrial control over edge computing platforms, we have developed WCPS-EC, a real-time hybrid simulator that integrates simulated plants, real computing platforms, and real or simulated wireless networks. In a case study of an industrial robotic control system, SMC significantly outperformed both a local controller and an edge controller in face of varying data loss in a wireless network. © 1982-2012 IEEE.",0,0
M6MWATK2,Intelligent computing system based on pattern recognition and data mining algorithms,"The integration of intelligent system mainly includes the application of intelligent technology, such as artificial intelligence and computational intelligence method, which is used in different levels of the system. This paper introduces the application and technology of several intelligent system integrations, the advantages and disadvantages of learning theory and expert system. Neural network is applied in intelligent systems and we use scope reviewed several new development of intelligent technology, plus this paper describes the development direction of the intelligent system. This paper introduces the basic concepts of data mining, including data mining technology, artificial intelligence, machine learning, statistical analysis, fuzzy logic, pattern recognition and artificial neural networks and other technologies. We analyze the structure of the general algorithm of data mining, and classify the data mining technology in details, including more than 10 techniques of decision tree technology, neural network technology, rough set and fuzzy set. Finally, the research directions of data mining in artificial intelligence, e-commerce applications and mobile communication computing are discussed. © 2017 Elsevier Inc.",0,1
L59HZ77Q,Binary Decision Diagram Assisted Modeling of FPGA-Based Physically Unclonable Function by Genetic Programming,"We present a computationally efficient technique to build concise and accurate computational models for large (60 or more inputs, 1 output) Boolean functions, only a very small fraction of whose truth table is known during model building. We use Genetic Programming with Boolean logic operators, and enhance the accuracy of the technique using Reduced Ordered Binary Decision Diagram based representations of Boolean functions, whereby we exploit their canonical forms. We demonstrate the effectiveness of the proposed technique by successfully modeling several common Boolean functions, and ultimately by accurately modeling a 63-input Physically Unclonable Function circuit design on Xilinx Field Programmable Gate Array. We achieve better accuracy (at lesser computational overhead) in predicting truth table entries not seen during model building, than a previously proposed machine learning based modeling technique for similar Physically Unclonable Function circuits using Support Vector Machines. The success of this modeling technique has important implications in determining the acceptability of Physically Unclonable Functions as useful hardware security primitives, in applications such as anti-counterfeiting of integrated circuits. © 1968-2012 IEEE.",0,0
Z3Y3BTDB,Fuzzy Transfer Learning: Methodology and application,"Producing a methodology that is able to predict output using a model is a well studied area in Computational Intelligence (CI). However, a number of real-world applications require a model but have little or no data available of the specific environment. Predominantly, standard machine learning approaches focus on a need for training data for such models to come from the same domain as the target task. Such restrictions can severely reduce the data acquisition making it extremely costly, or in certain situations, impossible. This impedes the ability of these approaches to model such environments. It is on this particular problem that this paper is focussed. In this paper two concepts, Transfer Learning (TL) and Fuzzy Logic (FL) are combined in a framework, Fuzzy Transfer Learning (FuzzyTL), to address the problem of learning tasks that have no prior direct contextual knowledge. Through the use of a FL based learning method, uncertainty that is evident in dynamic environments is represented. By applying a TL approach through the combining of labelled data from a contextually related source task, and little or no unlabelled data from a target task, the framework is shown to be able to accomplish predictive tasks using models learned from contextually different data. ©2014 Published by Elsevier Inc. All rights reserved.",0,1
RK7826XH,Improving the performance of machine learning algorithms using fuzzy-based features for medical x-ray image classification,"This paper proposes a novel approach for medical x-ray image classification using fuzzification of Contourlet-based Center Symmetric Local Binary Patterns (CCS-LBPs). The proposed classification method consists of three stages. In the first stage, local features are obtained by partitioning each image into 25 overlapping sub-images, computing the 2-level contourlet transform of each subimage and extracting CS-LBPs from each resulting subband. In the second stage, fuzzy logic using reduced CCS-LBPs is employed to determine the degree of membership of subimages to each class. Finally, in order to assign images to their respective classes, we utilize membership values as the input of classifiers such as support vector machine (SVM) and k-nearest neighbor (K-NN). This work makes a major contribution to improve the performance of these classifiers. We conducted experiments on a subset of IRMA dataset to evaluate the effectiveness of our classification scheme. Experimental results reveal that the proposed scheme not only achieves a very good performance but also learns well even with a small number of training images. © 2014 - IOS Press and the authors.",0,0
HFJACF3N,Multi-Objective-Based Radiomic Feature Selection for Lesion Malignancy Classification,"Objective: accurately classifying the malignancy of lesions detected in a screening scan is critical for reducing false positives. Radiomics holds great potential to differentiate malignant from benign tumors by extracting and analyzing a large number of quantitative image features. Since not all radiomic features contribute to an effective classifying model, selecting an optimal feature subset is critical. Methods: this work proposes a new multi-objective based feature selection (MO-FS) algorithm that considers sensitivity and specificity simultaneously as the objective functions during feature selection. For MO-FS, we developed a modified entropy-based termination criterion that stops the algorithm automatically rather than relying on a preset number of generations. We also designed a solution selection methodology for multi-objective learning that uses the evidential reasoning approach (SMOLER) to automatically select the optimal solution from the Pareto-optimal set. Furthermore, we developed an adaptive mutation operation to generate the mutation probability in MO-FS automatically. Results: we evaluated the MO-FS for classifying lung nodule malignancy in low-dose CT and breast lesion malignancy in digital breast tomosynthesis. Conclusion: the experimental results demonstrated that the feature set selected by MO-FS achieved better classification performance than features selected by other commonly used methods. Significance: the proposed method is general and more effective radiomic feature selection strategy. © 2013 IEEE.",0,0
6AFQRCB4,A New Design of Mamdani Complex Fuzzy Inference System for Multiattribute Decision Making Problems,"This article proposes the Mamdani complex fuzzy inference system (Mamdani CFIS) to improve performance of the classical FIS and complex FIS. The applicability of the proposed CFIS is demonstrated by applying it to six commonly available datasets from UCI Machine Learning under the comparison with Mamdani FIS and the Adaptive Neuro Complex Fuzzy Inference System (ANCFIS). It is successfully proven that the proposed Mamdani CFIS is computationally less expensive and presents a more efficient method to handle time-series data and time-periodic phenomena, among all the fuzzy IS found thus far in the literature. Furthermore, the novelty of CFIS mainly lies in its implementation of the complex number throughout the entire procedures of computation. This gives much greater flexibility of implementing unexpected, nonlinear fluctuations. © 1993-2012 IEEE.",1,0
BVVX8YF3,Column generation based heuristic for learning classification trees,"This paper explores the use of Column Generation (CG) techniques in constructing univariate binary decision trees for classification tasks. We propose a novel Integer Linear Programming (ILP) formulation, based on root-to-leaf paths in decision trees. The model is solved via a Column Generation based heuristic. To speed up the heuristic, we use a restricted instance data by considering a subset of decision splits, sampled from the solutions of the well-known CART algorithm. Extensive numerical experiments show that our approach is competitive with the state-of-the-art ILP-based algorithms. In particular, the proposed approach is capable of handling big data sets with tens of thousands of data rows. Moreover, for large data sets, it finds solutions competitive to CART. © 2019",0,0
S49KWVJ7,A fast learning algorithm based on extreme learning machine for regular fuzzy neural network,The regular fuzzy neural network (RFNN) is a kind of fuzzy neural network by fuzzifying the feed-forward neural network. The RFNN can directly deal with the language information and it has the merits of fuzzy system and neural network. It is presented a fast learning algorithm based on the extreme learning machine (ELM) for the RFNN in this paper. The RFNN referred here is a three-layer feed-forward fuzzy neural network and the connected weights in the RFNN are all fuzzy numbers. A simulation example is given to approximately realize the fuzzy if-Then rules by the RFNN. The results show that the RFNN trained by the proposed algorithm has good performance and approximation ability. © 2019-IOS Press and the authors. All rights reserved.,1,1
FBFBQDX2,Evidential grammars: A compositional approach for scene understanding. Application to multimodal street data,"Automatic scene understanding from multimodal data is a key task in the design of fully autonomous vehicles. The theory of belief functions has proved effective for fusing information from several sensors at the superpixel level. Here, we propose a novel framework, called evidential grammars, which extends stochastic grammars by replacing probabilities by belief functions. This framework allows us to fuse local information with prior and contextual information, also modeled as belief functions. The use of belief functions in a compositional model is shown to allow for better representation of the uncertainty on the priors and for greater flexibility of the model. The relevance of our approach is demonstrated on multi-modal traffic scene data from the KITTI benchmark suite. © 2017 Elsevier B.V.",0,0
53KYX4X9,A novel memristor based physically unclonable function,"Memristor is an exciting new addition to the repertoire of fundamental circuit elements. Alternatives to many security protocols originally employing traditional mathematical cryptography involve novel hardware security primitives, such as Physically Unclonable Functions (PUFs). In this paper, we first introduce a novel hybrid memristor-CMOS XOR/XNOR logic circuit that offers several advantages such as combinational circuit behavior, simpler operation and lower hardware overhead than existing solutions. Then, we use this XOR circuit as a component to design a hybrid memristor-CMOS PUF circuit and demonstrate its effectiveness through extensive simulations of environmental and process variation effects. The proposed PUF circuit has substantially lesser hardware overhead than previously proposed memristor-based PUF circuits, while being resistant against machine learning based modelling attacks. The proposed PUF can be conveniently used in many security applications and protocols based on hardware-intrinsic security. © 2015 Elsevier B.V.",0,0
99BM72LD,Structure of feature spaces related to fuzzy similarity relations as kernels,"Fuzzy similarity relations have been considered as kernels in the domain of machine learning in previous works. As a supplementary of this consideration, this paper focuses on construction of feature space related to fuzzy similarity relations as indefinite kernels. First we generalize the Mercer Theorem from positive definite kernels to fuzzy similarity relations. With this generalization we construct the feature space related to a fuzzy similarity relation as a particular Krein space. The proposed feature space is a naturally generalization of the existing Pseudo-Euclidean space from finite to infinite universe of discourses. At the end of this paper we develop an open problem to set up the connection between transitivity and the positive definiteness of a fuzzy similarity relation. Results in this paper complete the mathematical foundation for further applications of fuzzy similarity relations under the framework of kernel tricks.",0,0
E2Z893VQ,DLUX: a LUT-based Near-Bank Accelerator for Data Center Deep Learning Training Workloads,"The frequent data movement between the processor and the memory has become a severe performance bottleneck for deep neural network (DNN) training workloads in data centers. To solve this off-chip memory access challenge, the 3D stacking processing-in-memory (3D-PIM) architecture provides a viable solution. However, existing 3D-PIM designs for DNN training suffer from the limited memory bandwidth in the base logic die. To overcome this obstacle, integrating the DNN related logic near each memory bank becomes a promising yet challenging solution, since naively implementing the floating-point (FP) unit and the cache in the memory die incurs large area overhead. To address these problems, we propose DLUX, a high performance and energy-efficient 3D-PIM accelerator for DNN training using the near-bank architecture. From the hardware perspective, to support the FP multiplier with low area overhead, an in-DRAM lookup table (LUT) mechanism is invented. Then, we propose to use a small scratchpad buffer together with a lightweight transformation engine to exploit the locality and enable flexible data layout without the expensive cache. From the software aspect, we split the mapping/scheduling tasks during DNN training into intra-layer and inter-layer phases. During the intra-layer phase, to maximize data reuse in the LUT buffer and the scratchpad buffer, achieve high concurrency, and reduce data movement among banks, a 3D-PIM customized loop tiling technique is adopted. During the inter-layer phase, efficient techniques are invented to ensure the input-output data layout consistency and realize the forward-backward layout transposition. Experiment results show that DLUX can reduce FP32 multiplier area overhead by 60% against the direct implementation. Compared with a Tesla V100 GPU, end-to-end evaluations show that DLUX can provide on average 6.3&#x00D7; speedup and 42&#x00D7; energy efficiency improvement. IEEE",0,0
2IIUUQKI,Bayesian inference using stochastic logic: A study of buffering schemes for mitigating autocorrelation,"Bayesian inference has become near ubiquitous in the design of algorithms for machine learning and autonomous robotic systems as this method provides a rigorous mathematical framework for the probabilistically handling of data with elements of uncertainty. As conventional computer architectures are inefficient in their implementation of probabilistic approaches to inference, stochastic computation has recently emerged as a viable alternative. Recent research has demonstrated that Bayes' rule can be directly implemented with a Muller C-element using stochastic computing. However, the switching inertia at the output due to the inherent memory effect in the C-element limits the accuracy of this approach. Previous methods for reducing this autocorrelation effect have ranged in complexity from counter-based regeneration to bit-reshuffling with memory buffers. Simplified buffering techniques that function independently of the state of C-element are proposed in this work and the effectiveness of the autocorrelation mitigation is evaluated. In addition, the use of multi-input C-elements are shown to add design flexibility for implementing Bayesian inference. Detailed numerical simulations and analysis of configurations that range from a simple cascade of gates to tree structures with large multi-input C-elements demonstrate the viability and limitations of the proposed simplified buffering approaches. These results are significant for their potential for enabling compact implementations of stochastic Bayesian approaches as control lines and random number generators can be shared across multiple C-elements. © 2019 Elsevier Inc.",0,0
CWDWGM8M,Single index fuzzy neural networks using locally weighted polynomial regression,"The novel single index fuzzy neural network models are proposed in this paper for general machine learning problems. The proposed models are different from the usual fuzzy neural network models in that the output nodes of the networks are replaced by (nonparametric) single index models. Specifically, instead of pre-specifying the output activation functions as in the usual models, they are re-estimated adaptively during the training process via “Loess” (“LOcal regrESSion”), a powerful (nonparametric) scatterplot smoother. These estimated activation functions are not necessarily the usual sigmoidal or identity functions. It is interesting to find that in many cases the estimated output activation functions are well approximated by simple polynomial or generalized hyperbolic tangent functions. These problem-tailored simple functions can, if necessary, then be used as the actual output activation functions for neural network training and prediction. Particle swarm optimization, a commonly used evolutionary computation technique, is adopted in this study to search the optimal connection weights of the neural networks. The main advantages of the single index fuzzy neural network models are that they are well suited in situations when one lacks the information about the probability distribution of the response and it is not necessary to specify the output activation functions of the neural networks. Simulation results show that the proposed models usually provide better fits than the usual models for the data at hand. © 2019 Elsevier B.V.",1,1
SKYFJ6YL,A system on chip for melanoma detection using FPGA-based SVM classifier,"Support Vector Machine (SVM) is a robust machine learning model that shows high accuracy with different classification problems, and is widely used for various embedded applications. However, implementation of embedded SVM classifiers is challenging, due to the inherent complicated computations required. This motivates implementing the SVM on hardware platforms for achieving high performance computing at low cost and power consumption. Melanoma is the most aggressive form of skin cancer that increases the mortality rate. We aim to develop an optimized embedded SVM classifier dedicated for a low-cost handheld device for early detection of melanoma at the primary healthcare. In this paper, we propose a hardware/software co-design for implementing the SVM classifier onto FPGA to realize melanoma detection on a chip. The implemented SVM on a recent hybrid FPGA (Zynq) platform utilizing the modern UltraFast High-Level Synthesis design methodology achieves efficient melanoma classification on chip. The hardware implementation results demonstrate classification accuracy of 97.9%, and a significant hardware acceleration rate of 21 with only 3% resources utilization and 1.69 W for power consumption. These results show that the implemented system on chip meets crucial embedded system constraints of high performance and low resources utilization, power consumption, and cost, while achieving efficient classification with high classification accuracy. © 2018 Elsevier B.V.",0,0
LMBS87C6,Using AI to Attack VA: A stealthy spyware against voice assistances in smart phones,"Voice Assistants (VAs) are increasingly popular for human-computer interaction (HCI) smartphones. To help users automatically conduct various tasks, these tools usually come with high privileges and are able to access sensitive system resources. A comprised VA is a stepping stone for attackers to hack into users' phones. Prior work has experimentally demonstrated that VAs can be a promising attack point for HCI tools. However, the state-of-the-art approaches require ad-hoc mechanisms to activate VAs that are non-trivial to trigger in practice and are usually limited to specific mobile platforms. To mitigate the limitations faced by the state-of-the-art, we propose a novel attack approach, namely Vaspy, which crafts the users' ""activation voice"" by silently listening to users' phone calls. Once the activation voice is formed, Vaspy can select a suitable occasion to launch an attack. Vaspy embodies a machine learning model that learns suitable attacking times to prevent the attack from being noticed by the user. We implement a proof-of-concept spyware and test it on a range of popular Android phones. The experimental results demonstrate that this approach can silently craft the activation voice of the users and launch attacks. In the wrong hands, a technique like Vaspy can enable automated attacks to HCI tools. By raising awareness, we urge the community and manufacturers to revisit the risks of VAs and subsequently revise the activation logic to be resilient to the style of attacks proposed in this work. © 2019 IEEE.",0,0
ETGGRAXZ,Particle swarm optimization based multi-task parallel reinforcementlearning algorithm,"Transfer learning has been identified as conducive to improving the speed of machine learning in many areas. In multi-task reinforcement learning, transfer learning can assist the transfer of experiences between different tasks. The research conducted in this article is focused on two aspects. On the one hand, multi-task parallel transfer learning can improve the learning speed of parallel learning tasks. On the other hand, the learning of the current optimal experience can help the target point rewards to be transmitted to the starting point. The value of this self-learning can also accelerate the convergence speed of the reinforcement learning. According to the research into these two aspects, this paper uses the idea of particle swarm optimization (PSO) to conduct self-learning and interactive learning in multi-task parallel learning. In this paper, a new multi-task learning algorithm named PSO-MTPRL (Multi-Task Parallel Reinforcement Learning based on PSO) is proposed. Based on the idea of PSO algorithm, the Boltzmann strategy, Self-Learning Process (SLP) and Interactive Learning Process (ILP) are selected probabilistically. Based on the characteristic exhibited by reinforcement learning, segmented learning model is recommended. In the early learning stages, the complete Boltzmann exploration strategy is applied, and B-SLP-ILP (Boltzmann-SLP- ILP) learning procedure is conducted exclusively in the middle stage of the learning. In the late learning stages, Boltzmann exploration is involved again. The segmented learning model can help ensure the balance of the exploration and exploitation, in addition to ensuring that all tasks convergence. © 2019 - IOS Press and the authors. All rights reserved.",0,0
BNMJ7ASL,Fuzzy Expert System based on a Novel Hybrid Stem Cell (HSC) Algorithm for Classification of Micro Array Data,"In the growing scenario, microarray data is extensively used since it provides a more comprehensive understanding of genetic variants among diseases. As the gene expression samples have high dimensionality it becomes tedious to analyze the samples manually. Hence an automated system is needed to analyze these samples. The fuzzy expert system offers a clear classification when compared to the machine learning and statistical methodologies. In fuzzy classification, knowledge acquisition would be a major concern. Despite several existing approaches for knowledge acquisition much effort is necessary to enhance the learning process. This paper proposes an innovative Hybrid Stem Cell (HSC) algorithm that utilizes Ant Colony optimization and Stem Cell algorithm for designing fuzzy classification system to extract the informative rules to form the membership functions from the microarray dataset. The HSC algorithm uses a novel Adaptive Stem Cell Optimization (ASCO) to improve the points of membership function and Ant Colony Optimization to produce the near optimum rule set. In order to extract the most informative genes from the large microarray dataset a method called Mutual Information is used. The performance results of the proposed technique evaluated using the five microarray datasets are simulated. These results prove that the proposed Hybrid Stem Cell (HSC) algorithm produces a precise fuzzy system than the existing methodologies. © 2018, Springer Science+Business Media, LLC, part of Springer Nature.",0,0
JDCYBJST,Learning ensemble classifiers for diabetic retinopathy assessment,"Diabetic retinopathy is one of the most common comorbidities of diabetes. Unfortunately, the recommended annual screening of the eye fundus of diabetic patients is too resource-consuming. Therefore, it is necessary to develop tools that may help doctors to determine the risk of each patient to attain this condition, so that patients with a low risk may be screened less frequently and the use of resources can be improved. This paper explores the use of two kinds of ensemble classifiers learned from data: fuzzy random forest and dominance-based rough set balanced rule ensemble. These classifiers use a small set of attributes which represent main risk factors to determine whether a patient is in risk of developing diabetic retinopathy. The levels of specificity and sensitivity obtained in the presented study are over 80%. This study is thus a first successful step towards the construction of a personalized decision support system that could help physicians in daily clinical practice. © 2017 Elsevier B.V.",0,0
A79JUUC4,Smart audio sensors in the internet of things edge for anomaly detection,"Everyday objects are becoming smart enough to directly connect to other nearby and remote objects and systems. These objects increasingly interact with machine learning applications that perform feature extraction and model inference in the cloud. However, this approach poses several challenges due to latency, privacy, and dependency on network connectivity between data producers and consumers. To alleviate these limitations, computation should be moved as much as possible towards the IoT edge, that is on gateways, if not directly on data producers. In this paper, we propose a design framework for smart audio sensors able to record and pre-process raw audio streams, before wirelessly transmitting the computed audio features to a modular IoT gateway. In this paper, an anomaly detection algorithm executed as a micro-service is capable of analyzing the received features, hence detecting audio anomalies in real-time. First, to assess the effectiveness of the proposed solution, we deployed a real smart environment showcase. More in detail, we adopted two different anomaly detection algorithms, namely Elliptic Envelope and Isolation Forest, that were purposely trained and deployed on an affordable IoT gateway to detect anomalous sound events happening in an office environment. Then, we numerically compared both the deployments, in terms of end-to-end latency and gateway CPU load, also deriving some ideal capacity bounds. © 2013 IEEE.",0,0
EJ2WGC8Y,Evolutionary fuzzy ARTMAP neural networks for classification of semiconductor defects,"Wafer defect detection using an intelligent system is an approach of quality improvement in semiconductor manufacturing that aims to enhance its process stability, increase production capacity, and improve yields. Occasionally, only few records that indicate defective units are available and they are classified as a minority group in a large database. Such a situation leads to an imbalanced data set problem, wherein it engenders a great challenge to deal with by applying machine-learning techniques for obtaining effective solution. In addition, the database may comprise overlapping samples of different classes. This paper introduces two models of evolutionary fuzzy ARTMAP (FAM) neural networks to deal with the imbalanced data set problems in a semiconductor manufacturing operations. In particular, both the FAM models and hybrid genetic algorithms are integrated in the proposed evolutionary artificial neural networks (EANNs) to classify an imbalanced data set. In addition, one of the proposed EANNs incorporates a facility to learn overlapping samples of different classes from the imbalanced data environment. The classification results of the proposed evolutionary FAM neural networks are presented, compared, and analyzed using several classification metrics. The outcomes positively indicate the effectiveness of the proposed networks in handling classification problems with imbalanced data sets. © 2012 IEEE.",0,0
6ERRVYX3,Algorithm runtime prediction: Methods & evaluation,"Perhaps surprisingly, it is possible to predict how long an algorithm will take to run on a previously unseen input, using machine learning techniques to build a model of the algorithm's runtime as a function of problem-specific instance features. Such models have important applications to algorithm analysis, portfolio-based algorithm selection, and the automatic configuration of parameterized algorithms. Over the past decade, a wide variety of techniques have been studied for building such models. Here, we describe extensions and improvements of existing models, new families of models, and - perhaps most importantly - a much more thorough treatment of algorithm parameters as model inputs. We also comprehensively describe new and existing features for predicting algorithm runtime for propositional satisfiability (SAT), travelling salesperson (TSP) and mixed integer programming (MIP) problems. We evaluate these innovations through the largest empirical analysis of its kind, comparing to a wide range of runtime modelling techniques from the literature. Our experiments consider 11 algorithms and 35 instance distributions; they also span a very wide range of SAT, MIP, and TSP instances, with the least structured having been generated uniformly at random and the most structured having emerged from real industrial applications. Overall, we demonstrate that our new models yield substantially better runtime predictions than previous approaches in terms of their generalization to new problem instances, to new algorithms from a parameterized space, and to both simultaneously. © 2013 Elsevier B.V.",0,0
ZQZXF47Y,L1-graph construction using structured sparsity,"As a powerful model to represent the data, graph has been widely applied to many machine learning tasks. More notably, to address the problems associated with the traditional graph construction methods, sparse representation has been successfully used for graph construction, and one typical work is L1-graph. However, since L1-graph often establishes only part of all the valuable connections between different data points due to its tendency to ignore the intrinsic structure hidden among the data, it fails to exploit such important information for the subsequent machine learning. Besides, the high computational costs of L1-graph prevent it from being applied to large scale high-dimensional datasets. In this paper, we construct a new graph, called the k-nearest neighbor (k-NN) fused Lasso graph, which is different from the traditional L1-graph because of its successful incorporation of the structured sparsity into the graph construction process and its applicability to large complex datasets. More concretely, to induce the structured sparsity, a novel regularization term is defined and reformulated into a matrix form to fit in the sparse representation step of L1-graph construction, and the k-NN method and kernel method are employed to deal with large complex datasets. Experimental results on several complex image datasets demonstrate the promising performance of our k-NN fused Lasso graph and also its advantage over the traditional L1-graph in the task of spectral clustering. © 2013 Elsevier B.V.",0,0
MWQ7HTAN,Implicit multibody penalty-baseddistributed contact,"The penalty method is a simple and popular approach to resolving contact in computer graphics and robotics. Penalty-based contact, however, suffers from stability problems due to the highly variable and unpredictable net stiffness, and this is particularly pronounced in simulations with time-varying distributed geometrically complex contact. We employ semi-implicit integration, exact analytical contact gradients, symbolic Gaussian elimination and a SVD solver to simulate stable penalty-based frictional contact with large, time-varying contact areas, involving many rigid objects and articulated rigid objects in complex conforming contact and self-contact. We also derive implicit proportional-derivative control forces for real-time control of articulated structures with loops. We present challenging contact scenarios such as screwing a hexbolt into a hole, bowls stacked in perfectly conforming configurations, and manipulating many objects using actively controlled articulated mechanisms in real time. © 1995-2012 IEEE.",0,0
GWWKKASR,Optical music recognition: state-of-the-art and open issues,"For centuries, music has been shared and remembered by two traditions: aural transmission and in the form of written documents normally called musical scores. Many of these scores exist in the form of unpublished manuscripts and hence they are in danger of being lost through the normal ravages of time. To preserve the music some form of typesetting or, ideally, a computer system that can automatically decode the symbolic images and create new scores is required. Programs analogous to optical character recognition systems called optical music recognition (OMR) systems have been under intensive development for many years. However, the results to date are far from ideal. Each of the proposed methods emphasizes different properties and therefore makes it difficult to effectively evaluate its competitive advantages. This article provides an overview of the literature concerning the automatic analysis of images of printed and handwritten musical scores. For self-containment and for the benefit of the reader, an introduction to OMR processing systems precedes the literature overview. The following study presents a reference scheme for any researcher wanting to compare new OMR algorithms against well-known ones. © 2012, Springer-Verlag London Limited.",0,0
Z2WC4XMJ,CLMIP: cross-layer manifold invariance based pruning method of deep convolutional neural network for real-time road type recognition,"Recently, deep learning based models have demonstrated the superiority in a variety of visual tasks like object detection and instance segmentation. In practical applications, deploying advanced networks into real-time applications such as autonomous driving is still challenging due to expensive computational cost and memory footprint. In this paper, to reduce the size of deep convolutional neural network (CNN) and accelerate its reasoning, we propose a cross-layer manifold invariance based pruning method named CLMIP for network compression to help it complete real-time road type recognition in low-cost vision system. Manifolds are higher-dimensional analogues of curves and surfaces, which can be self-organized to reflect the data distribution and characterize the relationship between data. Therefore, we hope to guarantee the generalization ability of deep CNN by maintaining the consistency of the data manifolds of each layer in the network, and then remove the parameters with less influence on the manifold structure. Therefore, CLMIP can be regarded as a tool to further investigate the dependence of model structure on network optimization and generalization. To the best of our knowledge, this is the first time to prune deep CNN based on the invariance of data manifolds. During experimental process, we use the python based keyword crawler program to collect 102 first-view videos of car cameras, including 137 200 images (320 × 240) of four road scenes (urban road, off-road, trunk road and motorway). Finally, the classification results have demonstrated that CLMIP can achieve state-of-the-art performance with a speed of 26 FPS on NVIDIA Jetson Nano. © 2020, Springer Science+Business Media, LLC, part of Springer Nature.",0,0
AZ7KBEIP,Facial emotion recognition using temporal relational network: an application to E-learning,"E-learning enables the dissemination of valuable academic information to all users regardless of where they are situated. One of the challenges faced by e-learning systems is the lack of constant interaction between the user and the system. This observability feature is an essential feature of a typical classroom setting and a means of detecting or observing feature reactions and thus such features in the form of expressions should be incorporated into an e-learning platform. The proposed solution is the implementation of a deep-learning-based facial image analysis model to estimate the learning affect and to reflect on the level of student engagement. This work proposes the use of a Temporal Relational Network (TRN), for identifying the changes in the emotions on students’ faces during e-learning session. It is observed that TRN sparsely samples individual frames and then learns their causal relations, which is much more efficient than sampling dense frames and convolving them. In this paper, single-scale and multi-scale temporal relations are considered to achieve the proposed goal. Furthermore, a Multi-Layer Perceptron (MLP) is also tested as a baseline classifier. The proposed framework is end-to-end trainable for video-based Facial Emotion Recognition (FER). The proposed FER model was tested on the open-source DISFA+ database. The TRN based model showed a significant reduction in the length of the feature set which were effective in recognizing expressions. It is observed that the multi-scale TRN has produced better accuracy than the single-scale TRN and MLP with an accuracy of 92.7%, 89.4%, and 86.6% respectively. © 2020, Springer Science+Business Media, LLC, part of Springer Nature.",0,0
9NJ63HP5,CLIN-IK-LINKS: A platform for the design and execution of clinical data transformation and reasoning workflows,"Background and Objective: Effective sharing and reuse of Electronic Health Records (EHR) requires technological solutions which deal with different representations and different models of data. This includes information models, domain models and, ideally, inference models, which enable clinical decision support based on a knowledge base and facts. Our goal is to develop a framework to support EHR interoperability based on transformation and reasoning services intended for clinical data and knowledge. Methods: Our framework is based on workflows whose primary components are reusable mappings. Key features are an integrated representation, storage, and exploitation of different types of mappings for clinical data transformation purposes, as well as the support for the discovery of new workflows. The current framework supports mappings which take advantage of the best features of EHR standards and ontologies. Our proposal is based on our previous results and experience working with both technological infrastructures. Results: We have implemented CLIN-IK-LINKS, a web-based platform that enables users to create, modify and delete mappings as well as to define and execute workflows. The platform has been applied in two use cases: semantic publishing of clinical laboratory test results; and implementation of two colorectal cancer screening protocols. Real data have been used in both use cases. Conclusions: The CLIN-IK-LINKS platform allows the composition and execution of clinical data transformation workflows to convert EHR data into EHR and/or semantic web standards. Having proved its usefulness to implement clinical data transformation applications of interest, CLIN-IK-LINKS can be regarded as a valuable contribution to improve the semantic interoperability of EHR systems. © 2020",0,0
