"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"QTAN3KUI","conferencePaper","2011","Kuželka, Ondřej; Szabóová, Andrea; Holec, Matěj; Železný, Filip","Gaussian Logic for Predictive Classification","Proceedings of the 2011 European Conference on Machine Learning and Knowledge Discovery in Databases - Volume Part II","978-3-642-23782-9","","","","We describe a statistical relational learning framework called Gaussian Logic capable to work efficiently with combinations of relational and numerical data. The framework assumes that, for a fixed relational structure, the numerical data can be modelled by a multivariate normal distribution. We demonstrate how the Gaussian Logic framework can be applied to predictive classification problems. In experiments, we first show an application of the framework for the prediction of DNAbinding propensity of proteins. Next, we show how the Gaussian Logic framework can be used to find motifs describing highly correlated gene groups in gene-expression data which are then used in a set-level-based classification method.","2011","2021-07-20 15:23:42","2021-07-20 15:23:42","","277–292","","","","","","","ECML PKDD'11","","","","Springer-Verlag","Berlin, Heidelberg","","","","","","","","event-place: Athens, Greece","","","","statistical relational learning; gene expression; proteomics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EBBW3Z32","conferencePaper","2011","Kuželka, Ondřej; Szabóová, Andrea; Holec, Matundefinedj; Železný, Filip","Gaussian Logic for Predictive Classification","Proceedings of the 2011th European Conference on Machine Learning and Knowledge Discovery in Databases - Volume Part II","978-3-642-23782-9","","10.1007/978-3-642-23783-6_18","https://doi.org/10.1007/978-3-642-23783-6_18","We describe a statistical relational learning framework called Gaussian Logic capable to work efficiently with combinations of relational and numerical data. The framework assumes that, for a fixed relational structure, the numerical data can be modelled by a multivariate normal distribution. We demonstrate how the Gaussian Logic framework can be applied to predictive classification problems. In experiments, we first show an application of the framework for the prediction of DNA-binding propensity of proteins. Next, we show how the Gaussian Logic framework can be used to find motifs describing highly correlated gene groups in gene-expression data which are then used in a set-level-based classification method.","2011","2021-07-20 15:23:42","2021-07-20 15:23:42","","277–292","","","","","","","ECMLPKDD'11","","","","Springer-Verlag","Berlin, Heidelberg","","","","","","","","event-place: Athens, Greece","","","","statistical relational learning; gene expression; proteomics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2F4KPWD3","conferencePaper","2011","Huynh, Tuyen N.; Mooney, Raymond J.","Online Structure Learning for Markov Logic Networks","Proceedings of the 2011th European Conference on Machine Learning and Knowledge Discovery in Databases - Volume Part II","978-3-642-23782-9","","10.1007/978-3-642-23783-6_6","https://doi.org/10.1007/978-3-642-23783-6_6","Most existing learning methods for Markov Logic Networks (MLNs) use batch training, which becomes computationally expensive and eventually infeasible for large datasets with thousands of training examples which may not even all fit in main memory. To address this issue, previous work has used online learning to train MLNs. However, they all assume that the model's structure (set of logical clauses) is given, and only learn the model's parameters. However, the input structure is usually incomplete, so it should also be updated. In this work, we present OSL—the first algorithm that performs both online structure and parameter learning for MLNs. Experimental results on two real-world datasets for natural-language field segmentation show that OSL outperforms systems that cannot revise structure.","2011","2021-07-20 15:23:42","2021-07-20 15:23:42","","81–96","","","","","","","ECMLPKDD'11","","","","Springer-Verlag","Berlin, Heidelberg","","","","","","","","event-place: Athens, Greece","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JGE3VGGQ","conferencePaper","2011","Huynh, Tuyen N.; Mooney, Raymond J.","Online Structure Learning for Markov Logic Networks","Proceedings of the 2011 European Conference on Machine Learning and Knowledge Discovery in Databases - Volume Part II","978-3-642-23782-9","","","","Most existing learning methods for Markov Logic Networks (MLNs) use batch training, which becomes computationally expensive and eventually infeasible for large datasets with thousands of training examples which may not even all fit in main memory. To address this issue, previous work has used online learning to train MLNs. However, they all assume that the model's structure (set of logical clauses) is given, and only learn the model's parameters. However, the input structure is usually incomplete, so it should also be updated. In this work, we present OSL–the first algorithm that performs both online structure and parameter learning for MLNs. Experimental results on two realworld datasets for natural-language field segmentation show that OSL outperforms systems that cannot revise structure.","2011","2021-07-20 15:23:42","2021-07-20 15:23:42","","81–96","","","","","","","ECML PKDD'11","","","","Springer-Verlag","Berlin, Heidelberg","","","","","","","","event-place: Athens, Greece","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9FQCG4XI","conferencePaper","2011","Raghavan, Sindhu; Mooney, Raymond J.","Abductive Plan Recognition by Extending Bayesian Logic Programs","Proceedings of the 2011th European Conference on Machine Learning and Knowledge Discovery in Databases - Volume Part II","978-3-642-23782-9","","10.1007/978-3-642-23783-6_40","https://doi.org/10.1007/978-3-642-23783-6_40","Plan recognition is the task of predicting an agent's top-level plans based on its observed actions. It is an abductive reasoning task that involves inferring cause from effect. Most existing approaches to plan recognition use either first-order logic or probabilistic graphical models. While the former cannot handle uncertainty, the latter cannot handle structured representations. In order to overcome these limitations, we develop an approach to plan recognition using Bayesian Logic Programs (BLPs), which combine first-order logic and Bayesian networks. Since BLPs employ logical deduction to construct the networks, they cannot be used effectively for plan recognition. Therefore, we extend BLPs to use logical abduction to construct Bayesian networks and call the resulting model Bayesian Abductive Logic Programs (BALPs). We learn the parameters in BALPs using the Expectation Maximization algorithm adapted for BLPs. Finally, we present an experimental evaluation of BALPs on three benchmark data sets and compare its performance with the state-of-the-art for plan recognition.","2011","2021-07-20 15:23:42","2021-07-20 15:23:42","","629–644","","","","","","","ECMLPKDD'11","","","","Springer-Verlag","Berlin, Heidelberg","","","","","","","","event-place: Athens, Greece","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PMSPBZEF","conferencePaper","2011","Raghavan, Sindhu; Mooney, Raymond J.","Abductive Plan Recognition by Extending Bayesian Logic Programs","Proceedings of the 2011 European Conference on Machine Learning and Knowledge Discovery in Databases - Volume Part II","978-3-642-23782-9","","","","Plan recognition is the task of predicting an agent's top-level plans based on its observed actions. It is an abductive reasoning task that involves inferring cause from effect. Most existing approaches to plan recognition use either first-order logic or probabilistic graphical models. While the former cannot handle uncertainty, the latter cannot handle structured representations. In order to overcome these limitations, we develop an approach to plan recognition using Bayesian Logic Programs (BLPs), which combine first-order logic and Bayesian networks. Since BLPs employ logical deduction to construct the networks, they cannot be used effectively for plan recognition. Therefore, we extend BLPs to use logical abduction to construct Bayesian networks and call the resulting model Bayesian Abductive Logic Programs (BALPs). We learn the parameters in BALPs using the Expectation Maximization algorithm adapted for BLPs. Finally, we present an experimental evaluation of BALPs on three benchmark data sets and compare its performance with the state-of-the-art for plan recognition.","2011","2021-07-20 15:23:42","2021-07-20 15:23:42","","629–644","","","","","","","ECML PKDD'11","","","","Springer-Verlag","Berlin, Heidelberg","","","","","","","","event-place: Athens, Greece","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6MXY5JZ6","conferencePaper","2011","Gutmann, Bernd; Thon, Ingo; De Raedt, Luc","Learning the Parameters of Probabilistic Logic Programs from Interpretations","Proceedings of the 2011th European Conference on Machine Learning and Knowledge Discovery in Databases - Volume Part I","978-3-642-23779-9","","10.1007/978-3-642-23780-5_47","https://doi.org/10.1007/978-3-642-23780-5_47","ProbLog is a recently introduced probabilistic extension of the logic programming language Prolog, in which facts can be annotated with the probability that they hold. The advantage of this probabilistic language is that it naturally expresses a generative process over interpretations using a declarative model. Interpretations are relational descriptions or possible worlds. This paper introduces a novel parameter estimation algorithm LFI-ProbLog for learning ProbLog programs from partial interpretations. The algorithm is essentially a Soft-EM algorithm. It constructs a propositional logic formula for each interpretation that is used to estimate the marginals of the probabilistic parameters. The LFI-ProbLog algorithm has been experimentally evaluated on a number of data sets that justifies the approach and shows its effectiveness.","2011","2021-07-20 15:23:42","2021-07-20 15:23:42","","581–596","","","","","","","ECMLPKDD'11","","","","Springer-Verlag","Berlin, Heidelberg","","","","","","","","event-place: Athens, Greece","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"642DIJW3","conferencePaper","2011","Gutmann, Bernd; Thon, Ingo; De Raedt, Luc","Learning the Parameters of Probabilistic Logic Programs from Interpretations","Proceedings of the 2011 European Conference on Machine Learning and Knowledge Discovery in Databases - Volume Part I","978-3-642-23779-9","","","","ProbLog is a recently introduced probabilistic extension of the logic programming language Prolog, in which facts can be annotated with the probability that they hold. The advantage of this probabilistic language is that it naturally expresses a generative process over interpretations using a declarative model. Interpretations are relational descriptions or possible worlds. This paper introduces a novel parameter estimation algorithm LFI-ProbLog for learning ProbLog programs from partial interpretations. The algorithm is essentially a Soft-EM algorithm. It constructs a propositional logic formula for each interpretation that is used to estimate the marginals of the probabilistic parameters. The LFI-ProbLog algorithm has been experimentally evaluated on a number of data sets that justifies the approach and shows its effectiveness","2011","2021-07-20 15:23:42","2021-07-20 15:23:42","","581–596","","","","","","","ECML PKDD'11","","","","Springer-Verlag","Berlin, Heidelberg","","","","","","","","event-place: Athens, Greece","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4U86MXWN","conferencePaper","2011","Goertzel, Ben","Imprecise Probability as a Linking Mechanism between Deep Learning, Symbolic Cognition and Local Feature Detection in Vision Processing","Proceedings of the 4th International Conference on Artificial General Intelligence","978-3-642-22886-5","","","","A novel approach to computer vision is outlined, involving the use of imprecise probabilities to connect a deep learning based hierarchical vision system with both local feature detection based preprocessing and symbolic cognition based guidance. The core notion is to cause the deep learning vision system to utilize imprecise rather than single-point probabilities, and use local feature detection and symbolic cognition to affect the confidence associated with particular imprecise probabilities, thus modulating the amount of credence the deep learning system places on various observations and guiding its pattern recognition/formation activity. The potential application to the hybridization of the DeSTIN, SIFT and OpenCog systems is described in moderate detail. The underlying ideas are even more broadly applicable, to any computer vision approach with a significant probabilistic component which satisfies certain broad criteria.","2011","2021-07-20 15:23:42","2021-07-20 15:23:42","","346–350","","","","","","","AGI'11","","","","Springer-Verlag","Berlin, Heidelberg","","","","","","","","event-place: Mountain View, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2TFBAPQQ","journalArticle","2011","Magdalinos, Panagis; Kousaridas, Apostolos; Spapis, Panagiotis; Katsikas, George; Alonistioti, Nancy","Enhancing a Fuzzy Logic Inference Engine through Machine Learning for a Self- Managed Network","Mob. Netw. Appl.","","1383-469X","10.1007/s11036-011-0327-1","https://doi.org/10.1007/s11036-011-0327-1","Existing network management systems have static and predefined rules or parameters, while human intervention is usually required for their update. However, an autonomic network management system that operates in a volatile network environment should be able to adapt continuously its decision making mechanism through learning from the system's behavior. In this paper, a novel learning scheme based on the network wide collected experience is proposed targeting the enhancement of network elements' decision making engine. The algorithm employs a fuzzy logic inference engine in order to enable self-managed network elements to identify faults or optimization opportunities. The fuzzy logic engine is periodically updated through the use of two well known data mining techniques, namely k-Means and k-Nearest Neighbor. The proposed algorithm is evaluated in the context of a load identification problem. The acquired results prove that the proposed learning mechanism improves the deduction capability, thus promoting our algorithm as an attractive approach for enhancing the autonomic capabilities of network elements.","2011-08","2021-07-20 15:23:42","2021-07-20 15:23:42","","475–489","","4","16","","","","","","","","","","","","","","","","","Place: Berlin, Heidelberg Publisher: Springer-Verlag","","","","fuzzy logic; data mining; future internet; network self-management","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N6MGDICH","conferencePaper","2011","Tamaddoni-Nezhad, Alireza; Bohan, David; Raybould, Alan; Muggleton, Stephen H.","Machine Learning a Probabilistic Network of Ecological Interactions","Proceedings of the 21st International Conference on Inductive Logic Programming","978-3-642-31950-1","","10.1007/978-3-642-31951-8_28","https://doi.org/10.1007/978-3-642-31951-8_28","In this paper we demonstrate that machine learning (using Abductive ILP) can generate plausible and testable food webs from ecological data. In this approach, unlike previous applications of Abductive ILP, the abductive predicate ‘eats' is entirely undefined before the start of the learning. We also explore a new approach, called Hypothesis Frequency Estimation (HFE), for estimating probabilities for hypothetical ‘eats' facts based on their frequency of occurrence when randomly sampling the hypothesis space. The results of cross-validation tests suggest that the trophic networks with probabilities have higher predictive accuracies compared to the networks without probabilities. The proposed trophic networks have been examined by domain experts and comparison with the literature shows that many of the links are corroborated by the literature. In particular, links ascribed with high frequency are shown to correspond well with those having multiple references in the literature. In some cases novel high frequency links are suggested, which could be tested.","2011","2021-07-20 15:23:42","2021-07-20 15:23:42","","332–346","","","","","","","ILP'11","","","","Springer-Verlag","Berlin, Heidelberg","","","","","","","","event-place: Windsor Great Park, UK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5YJZSCSP","conferencePaper","2011","De Penning, H. L. H.; Garcez, A. S. D'Avila; Lamb, Luís C.; Meyer, John-Jules C.","A Neural-Symbolic Cognitive Agent for Online Learning and Reasoning","Proceedings of the Twenty-Second International Joint Conference on Artificial Intelligence - Volume Volume Two","978-1-57735-514-4","","","","In real-world applications, the effective integration of learning and reasoning in a cognitive agent model is a difficult task. However, such integration may lead to a better understanding, use and construction of more realistic models. Unfortunately, existing models are either oversimplified or require much processing time, which is unsuitable for online learning and reasoning. Currently, controlled environments like training simulators do not effectively integrate learning and reasoning. In particular, higher-order concepts and cognitive abilities have many unknown temporal relations with the data, making it impossible to represent such relationships by hand. We introduce a novel cognitive agent model and architecture for online learning and reasoning that seeks to effectively represent, learn and reason in complex training environments. The agent architecture of the model combines neural learning with symbolic knowledge representation. It is capable of learning new hypotheses from observed data, and infer new beliefs based on these hypotheses. Furthermore, it deals with uncertainty and errors in the data using a Bayesian inference model. The validation of the model on real-time simulations and the results presented here indicate the promise of the approach when performing online learning and reasoning in real-world scenarios, with possible applications in a range of areas.","2011","2021-07-20 15:23:42","2021-07-20 15:23:42","","1653–1658","","","","","","","IJCAI'11","","","","AAAI Press","","","","","","","","","event-place: Barcelona, Catalonia, Spain","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UKLS2JEY","conferencePaper","2011","Urban, Josef; Vyskočil, Jiří; Štěpánek, Petr","MaLeCoP: Machine Learning Connection Prover","Proceedings of the 20th International Conference on Automated Reasoning with Analytic Tableaux and Related Methods","978-3-642-22118-7","","","","Probabilistic guidance based on learned knowledge is added to the connection tableau calculus and implemented on top of the lean-CoP theorem prover, linking it to an external advisor system. In the typical mathematical setting of solving many problems in a large complex theory, learning from successful solutions is then used for guiding theorem proving attempts in the spirit of the MaLARea system. While in MaLARea learning-based axiom selection is done outside unmodified theorem provers, in MaLeCoP the learning-based selection is done inside the prover, and the interaction between learning of knowledge and its application can be much finer. This brings interesting possibilities for further construction and training of self-learning AI mathematical experts on large mathematical libraries, some of which are discussed. The initial implementation is evaluated on the MPTP Challenge large theory benchmark.","2011","2021-07-20 15:23:42","2021-07-20 15:23:42","","263–277","","","","","","","TABLEAUX'11","","","","Springer-Verlag","Berlin, Heidelberg","","","","","","","","event-place: Bern, Switzerland","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FZ28DKKU","journalArticle","2011","Castillo, O.; Melin, P.; Alanis, A.; Montiel, O.; Sepulveda, R.","Optimization of Interval Type-2 Fuzzy Logic Controllers Using Evolutionary Algorithms","Soft Comput.","","1432-7643","10.1007/s00500-010-0588-9","https://doi.org/10.1007/s00500-010-0588-9","A method for designing optimal interval type-2 fuzzy logic controllers using evolutionary algorithms is presented in this paper. Interval type-2 fuzzy controllers can outperform conventional type-1 fuzzy controllers when the problem has a high degree of uncertainty. However, designing interval type-2 fuzzy controllers is more difficult because there are more parameters involved. In this paper, interval type-2 fuzzy systems are approximated with the average of two type-1 fuzzy systems, which has been shown to give good results in control if the type-1 fuzzy systems can be obtained appropriately. An evolutionary algorithm is applied to find the optimal interval type-2 fuzzy system as mentioned above. The human evolutionary model is applied for optimizing the interval type-2 fuzzy controller for a particular non-linear plant and results are compared against an optimal type-1 fuzzy controller. A comparative study of simulation results of the type-2 and type-1 fuzzy controllers, under different noise levels, is also presented. Simulation results show that interval type-2 fuzzy controllers obtained with the evolutionary algorithm outperform type-1 fuzzy controllers.","2011-06","2021-07-20 15:23:43","2021-07-20 15:23:43","","1145–1160","","6","15","","","","","","","","","","","","","","","","","Place: Berlin, Heidelberg Publisher: Springer-Verlag","","","","Evolutionary algorithms; Fuzzy control; Interval type-2 fuzzy logic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FDLK6U5R","conferencePaper","2011","Boella, Guido; Tosatto, Silvano Colombo; Garcez, Artur d'Avila; Genovese, Valerio; Ienco, Dino; van der Torre, Leendert","Neural Symbolic Architecture for Normative Agents","The 10th International Conference on Autonomous Agents and Multiagent Systems - Volume 3","0-9826571-7-X","","","","In this paper we propose a neural-symbolic architecture to represent and reason with norms in multi-agent systems. On the one hand, the architecture contains a symbolic knowledge base to represent norms and on the other hand it contains a neural network to reason with norms. The interaction between the symbolic knowledge and the neural network is used to learn norms. We describe how to handle normative reasoning issues like contrary to duties, dilemmas and exceptions by using a priority-based ordering between the norms in a neural-symbolic architecture.","2011","2021-07-20 15:23:43","2021-07-20 15:23:43","","1203–1204","","","","","","","AAMAS '11","","","","International Foundation for Autonomous Agents and Multiagent Systems","Richland, SC","","","","","","","","event-place: Taipei, Taiwan","","","","computational architectures for learning; emergent behavior; logic-based approaches and methods; norms","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X6SEQWR4","journalArticle","2011","Silva, João; Coheur, Luísa; Mendes, Ana Cristina; Wichert, Andreas","From Symbolic to Sub-Symbolic Information in Question Classification","Artif. Intell. Rev.","","0269-2821","10.1007/s10462-010-9188-4","https://doi.org/10.1007/s10462-010-9188-4","Question Answering (QA) is undoubtedly a growing field of current research in Artificial Intelligence. Question classification, a QA subtask, aims to associate a category to each question, typically representing the semantic class of its answer. This step is of major importance in the QA process, since it is the basis of several key decisions. For instance, classification helps reducing the number of possible answer candidates, as only answers matching the question category should be taken into account. This paper presents and evaluates a rule-based question classifier that partially founds its performance in the detection of the question headword and in its mapping into the target category through the use of WordNet. Moreover, we use the rule-based classifier as a features' provider of a machine learning-based question classifier. A detailed analysis of the rule-base contribution is presented. Despite using a very compact feature space, state of the art results are obtained.","2011-02","2021-07-20 15:23:43","2021-07-20 15:23:43","","137–154","","2","35","","","","","","","","","","","","","","","","","Place: USA Publisher: Kluwer Academic Publishers","","","","(Sub)symbolic information; Headword; Question classification; WordNet","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PV2JMJ9H","conferencePaper","2010","Dinh, Quang-Thang; Exbrayat, Matthieu; Vrain, Christel","Heuristic Method for Discriminative Structure Learning of Markov Logic Networks","Proceedings of the 2010 Ninth International Conference on Machine Learning and Applications","978-0-7695-4300-0","","10.1109/ICMLA.2010.31","https://doi.org/10.1109/ICMLA.2010.31","In this paper, we present a heuristic-based algorithm to learn discriminative MLN structures automatically, directly from a training dataset. The algorithm heuristically transforms the relational dataset into boolean tables from which it builds candidate clauses for learning the final MLN. Comparisons to the state-of-the-art structure learning algorithms for MLNs in the three real-world domains show that the proposed algorithm outperforms them in terms of the conditional log likelihood (CLL), and the area under the precision-recall curve (AUC).","2010","2021-07-20 15:23:43","2021-07-20 15:23:43","","163–168","","","","","","","ICMLA '10","","","","IEEE Computer Society","USA","","","","","","","","","","","","Markov Logic Network; Discriminative learning; Relational Learning; Structure Learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GE8JKMAY","conferencePaper","2010","Colak, Ilhami; Bayindir, Ramazan; Kaplan, Orhan; Tas, Ferhat","DC Bus Voltage Regulation of an Active Power Filter Using a Fuzzy Logic Controller","Proceedings of the 2010 Ninth International Conference on Machine Learning and Applications","978-0-7695-4300-0","","10.1109/ICMLA.2010.165","https://doi.org/10.1109/ICMLA.2010.165","In this paper, a novel control algorithm has been proposed to regulate the DC bus voltage of a single phase shunt active power filter using a fuzzy logic controller. The DC bus voltage of a shunt active power filter should be controlled to compensate the filter losses on the grid. In many industrial applications, a PI controller is generally used to regulate the DC bus voltage of shunt active power filters. In the novel control algorithm the error signal caused by the filter losses has been computed firstly. Then this error signal has been compensated using the fuzzy logic controller. Simulation model of the shunt active power filter with the proposed control algorithm has been designed using the Matlab/Simulink/Simpower and the Fuzzy Toolbox. The simulation results show that the fuzzy logic controller compensates filter losses on the grid and improves the power quality by reducing the total harmonic distortion (THD) of the supply current and increasing the power factor.","2010","2021-07-20 15:23:43","2021-07-20 15:23:43","","692–696","","","","","","","ICMLA '10","","","","IEEE Computer Society","USA","","","","","","","","","","","","DC bus voltage control; Fuzzy logic controller; Shunt Active Power Filter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QWZDUMAQ","journalArticle","2010","Jiang, Min; Zhou, Changle; Chen, Shuo","Embodied Concept Formation and Reasoning via Neural-Symbolic Integration","Neurocomput.","","0925-2312","10.1016/j.neucom.2009.11.052","https://doi.org/10.1016/j.neucom.2009.11.052","Modern cognitive science [1] indicates that concepts stem from individual experience, which more concretely means that an agent's concept system is generated by interactions between an agent's body and the environment it lives in. In this study we present an approach that will enable Artificial Brains to generate embodied conceptual systems, including a sophisticated introspection mechanism that will allow them to transcend their initial conceptual limitations. Our approach is based on extensions to formal concept analysis. We use incomplete formal contexts to represent the sensorimotor information of the ”body” of an Artificial Brain, and then use uncertain formal concept analysis as a mathematical tool to settle various problems related to embodied concept formation. After proving some theorems, we show that 3-valued Lukasiewicz logic is the right instrument for our purpose, overcoming the shortcomings of the existing methods. We also describe how to use neural-symbolic integration to allow this sort of approach to provide not only advanced AI functionality but also approximate simulation of aspects of human brain function.","2010-12","2021-07-20 15:23:43","2021-07-20 15:23:43","","113–120","","1–3","74","","","","","","","","","","","","","","","","","Place: NLD Publisher: Elsevier Science Publishers B. V.","","","","Neural-symbolic integration; Concept formation; Embodiment; Formal concept analysis; Lukasiewicz logic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VEDIPNLS","conferencePaper","2010","Anagnostopoulou, Christina","Session Details: Symbolic Music","Proceedings of 3rd International Workshop on Machine Learning and Music","978-1-4503-0161-9","","10.1145/3258353","https://doi.org/10.1145/3258353","","2010","2021-07-20 15:23:43","2021-07-20 15:23:43","","","","","","","","","MML '10","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Firenze, Italy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HC552YPJ","journalArticle","2010","Ramirez, Rafael; Perez, Alfonso; Kersten, Stefan; Rizo, David; Roman, Placido; Inesta, Jose M.","Modeling Violin Performances Using Inductive Logic Programming","Intell. Data Anal.","","1088-467X","","","Professional musicians intuitively manipulate sound properties such as pitch, timing, amplitude and timbre in order to produce expressive performances of particular pieces. However, there is little explicit information about how and in which musical contexts this manipulation occurs. In this paper we describe a machine learning approach to modeling the knowledge applied by a musician when performing a score in order to produce an expressive performance. In particular, we apply inductive logic programming techniques in order to automatically learn models for both understanding and generating expressive violin performances.","2010-10","2021-07-20 15:23:43","2021-07-20 15:23:43","","573–585","","5","14","","","","","","","","","","","","","","","","","Place: NLD Publisher: IOS Press","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"94SBEY46","conferencePaper","2010","Anghel, Ionut; Cioara, Tudor; Salomie, Ioan; Dinsoreanu, Mihaela","An Autonomic Context Management Model Based on Machine Learning","Proceedings of the 2010 12th International Symposium on Symbolic and Numeric Algorithms for Scientific Computing","978-0-7695-4324-6","","10.1109/SYNASC.2010.37","https://doi.org/10.1109/SYNASC.2010.37","In this paper we approach the context management problem by defining a self-healing algorithm that uses a policy-driven reinforcement learning mechanism to take run-time decisions. The situation calculus and information system theories are used to define and formalize self-healing concepts such as context situation entropy and equivalent context situations. The self-healing property is enforced by monitoring the system's execution environment to evaluate the degree of fulfilling the context policies for a context situation, and to determine the actions to be executed in order to keep the system in a consistent healthy state.","2010","2021-07-20 15:23:43","2021-07-20 15:23:43","","335–338","","","","","","","SYNASC '10","","","","IEEE Computer Society","USA","","","","","","","","","","","","reinforcement learning; context aware; self-healing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9LLQYXTL","conferencePaper","2010","Natarajan, Sriraam; Khot, Tushar; Lowd, Daniel; Tadepalli, Prasad; Kersting, Kristian; Shavlik, Jude","Exploiting Causal Independence in Markov Logic Networks: Combining Undirected and Directed Models","Proceedings of the 2010 European Conference on Machine Learning and Knowledge Discovery in Databases: Part II","3-642-15882-X","","","","A new method is proposed for compiling causal independencies into Markov logic networks (MLNs). An MLN can be viewed as compactly representing a factorization of a joint probability into the product of a set of factors guided by logical formulas. We present a notion of causal independence that enables one to further factorize the factors into a combination of even smaller factors and consequently obtain a finer-grain factorization of the joint probability. The causal independence lets us specify the factor in terms of weighted, directed clauses and operators, such as ""or"", ""sum"" or ""max"", on the contribution of the variables involved in the factors, hence combining both undirected and directed knowledge. Our experimental evaluations shows that making use of the finer-grain factorization provided by causal independence can improve quality of parameter learning in MLNs.","2010","2021-07-20 15:23:43","2021-07-20 15:23:43","","434–450","","","","","","","ECML PKDD'10","","","","Springer-Verlag","Berlin, Heidelberg","","","","","","","","event-place: Barcelona, Spain","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P32HW27T","conferencePaper","2010","Natarajan, Sriraam; Khot, Tushar; Lowd, Daniel; Tadepalli, Prasad; Kersting, Kristian; Shavlik, Jude","Exploiting Causal Independence in Markov Logic Networks: Combining Undirected and Directed Models","Proceedings of the 2010th European Conference on Machine Learning and Knowledge Discovery in Databases - Volume Part II","3-642-15882-X","","10.1007/978-3-642-15883-4_28","https://doi.org/10.1007/978-3-642-15883-4_28","A new method is proposed for compiling causal independencies into Markov logic networks (MLNs). An MLN can be viewed as compactly representing a factorization of a joint probability into the product of a set of factors guided by logical formulas. We present a notion of causal independence that enables one to further factorize the factors into a combination of even smaller factors and consequently obtain a finer-grain factorization of the joint probability. The causal independence lets us specify the factor in terms of weighted, directed clauses and operators, such as ""or"", ""sum"" or ""max"", on the contribution of the variables involved in the factors, hence combining both undirected and directed knowledge. Our experimental evaluations shows that making use of the finer-grain factorization provided by causal independence can improve quality of parameter learning in MLNs.","2010","2021-07-20 15:23:43","2021-07-20 15:23:43","","434–450","","","","","","","ECMLPKDD'10","","","","Springer-Verlag","Berlin, Heidelberg","","","","","","","","event-place: Barcelona, Spain","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
